M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Women,2017_2018,601,Ｖ・チャレンジリーグⅠ女子 2017/18   レギュラーラウンド,11/4/2017,-,金沢市総合体育館,590,0.458333333,0.508333333,0.05,小柴　滋,内藤　聡美,宮坂　広,橋場　薫,岡山シーガルズ,フォレストリーヴズ熊本,3,0,25,16,0.014583333,25,15,0.013888889,25,17,0.017361111,-,-,-,-,-,-,岡山シーガルズ,120,58,1,48.3,19.33,0,0,0,-,5,1.67,74,4,2,16,10.1,48,28,4,62.5
Women,2017_2018,601,Ｖ・チャレンジリーグⅠ女子 2017/18   レギュラーラウンド,11/4/2017,-,金沢市総合体育館,590,0.458333333,0.508333333,0.05,小柴　滋,内藤　聡美,宮坂　広,橋場　薫,岡山シーガルズ,フォレストリーヴズ熊本,0,3,16,25,0.014583333,15,25,0.013888889,17,25,0.017361111,-,-,-,-,-,-,フォレストリーヴズ熊本,128,42,6,32.8,14,3,0,0,0,1,0.33,49,0,1,16,7.7,72,37,15,61.8
Women,2017_2018,602,Ｖ・チャレンジリーグⅠ女子 2017/18   レギュラーラウンド,11/4/2017,-,金沢市総合体育館,870,0.552083333,0.622916667,0.070833333,小柴　滋,紙井　ひとみ,松谷　俊宏,宮坂　絵理子,大野石油広島オイラーズ,JAぎふリオレーナ,1,3,25,20,0.015972222,15,25,0.015972222,16,25,0.015972222,20,25,0.016666667,-,-,-,大野石油広島オイラーズ,178,52,11,29.2,13,16,2,3,12.5,3,0.75,76,3,5,22,9.5,86,38,17,54.1
Women,2017_2018,602,Ｖ・チャレンジリーグⅠ女子 2017/18   レギュラーラウンド,11/4/2017,-,金沢市総合体育館,870,0.552083333,0.622916667,0.070833333,小柴　滋,紙井　ひとみ,松谷　俊宏,宮坂　絵理子,大野石油広島オイラーズ,JAぎふリオレーナ,3,1,20,25,0.015972222,25,15,0.015972222,25,16,0.015972222,25,20,0.016666667,-,-,-,JAぎふリオレーナ,170,60,9,35.3,15,15,4,0,26.7,6,1.5,94,4,5,31,11.2,71,30,19,55.6
Women,2017_2018,603,Ｖ・チャレンジリーグⅠ女子 2017/18   レギュラーラウンド,11/4/2017,-,金沢市総合体育館,1282,0.65625,0.703472222,0.047222222,小柴　　滋,吉岡　奈々,国沢　雄介,宮坂絵理子,PFUブルーキャッツ石川かほく,トヨタ自動車ヴァルキューレ,3,0,25,17,0.015277778,25,4,0.010416667,26,24,0.017361111,-,-,-,-,-,-,PFUブルーキャッツ石川かほく,98,48,5,49,16,15,6,1,40,11,3.67,75,5,2,23,13.7,42,21,6,57.1
Women,2017_2018,603,Ｖ・チャレンジリーグⅠ女子 2017/18   レギュラーラウンド,11/4/2017,-,金沢市総合体育館,1282,0.65625,0.703472222,0.047222222,小柴　　滋,吉岡　奈々,国沢　雄介,宮坂絵理子,PFUブルーキャッツ石川かほく,トヨタ自動車ヴァルキューレ,0,3,17,25,0.015277778,4,25,0.010416667,24,26,0.017361111,-,-,-,-,-,-,トヨタ自動車ヴァルキューレ,105,35,5,33.3,11.67,4,0,0,0,1,0.33,46,1,3,14,8.2,72,36,9,56.2
Women,2017_2018,604,Ｖ・チャレンジリーグⅠ女子 2017/18   レギュラーラウンド,11/5/2017,-,金沢市総合体育館,730,0.5,0,-,0,0,0,-,KUROBEアクアフェアリーズ,大野石油広島オイラーズ,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KUROBEアクアフェアリーズ,163,69,7,42.3,17.25,7,0,1,0,9,2.25,93,2,7,27,7.5,72,35,15,59
Women,2017_2018,604,Ｖ・チャレンジリーグⅠ女子 2017/18   レギュラーラウンド,11/5/2017,-,金沢市総合体育館,730,0.5,0,-,0,0,0,-,KUROBEアクアフェアリーズ,大野石油広島オイラーズ,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,大野石油広島オイラーズ,169,49,6,29,12.25,7,2,0,28.6,4,1,77,3,3,22,10.1,85,36,22,55.3
Women,2017_2018,605,Ｖ・チャレンジリーグⅠ女子 2017/18   レギュラーラウンド,11/5/2017,-,金沢市総合体育館,1421,0.600694444,0.701388889,0.100694444,小柴　滋,吉岡　奈々,内藤　聡美,宮坂　絵理子,PFUブルーキャッツ石川かほく,岡山シーガルズ,2,3,25,23,0.019444444,20,25,0.020138889,25,22,0.025694444,21,25,0.018055556,7,15,0.009027778,PFUブルーキャッツ石川かほく,219,76,13,34.7,15.2,34,8,4,23.5,5,1,99,2,6,32,8.6,103,43,18,50.5
Women,2017_2018,605,Ｖ・チャレンジリーグⅠ女子 2017/18   レギュラーラウンド,11/5/2017,-,金沢市総合体育館,1421,0.600694444,0.701388889,0.100694444,小柴　滋,吉岡　奈々,内藤　聡美,宮坂　絵理子,PFUブルーキャッツ石川かほく,岡山シーガルズ,3,2,23,25,0.019444444,25,20,0.020138889,22,25,0.025694444,25,21,0.018055556,15,7,0.009027778,岡山シーガルズ,214,72,4,33.6,14.4,0,0,0,-,6,1.2,109,8,5,41,15.6,93,47,14,58.1
