M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,N,L,Name,出場セット,出場セット1,出場セット2,出場セット3,出場セット4,出場セット5,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Men,2017_2018,501,Ｖ・チャレンジリーグⅠ男子 2017/18   レギュラーラウンド,11/4/2017,-,岡谷市民総合体育館,280,0.541666667,0.599305556,0.057638889,富田　満,中島　俊昌,小森　美明,嶋田　和明,大同特殊鋼レッドスター,警視庁フォートファイターズ,0,3,24,26,0.019444444,20,25,0.016666667,17,25,0.017361111,-,-,-,-,-,-,大同特殊鋼レッドスター,2,-,松山 徹,2,□,-,□,-,-,10,4,0,40,2,1,0,0,0,0,-,2,0,0,1,12.5,0,0,0,-
Men,2017_2018,501,Ｖ・チャレンジリーグⅠ男子 2017/18   レギュラーラウンド,11/4/2017,-,岡谷市民総合体育館,280,0.541666667,0.599305556,0.057638889,富田　満,中島　俊昌,小森　美明,嶋田　和明,大同特殊鋼レッドスター,警視庁フォートファイターズ,0,3,24,26,0.019444444,20,25,0.016666667,17,25,0.017361111,-,-,-,-,-,-,大同特殊鋼レッドスター,3,-,久保田 雅人(C),3,■,■,■,-,-,18,5,1,27.8,1.67,0,0,0,-,2,0.67,12,1,0,3,14.6,14,7,5,67.9
Men,2017_2018,501,Ｖ・チャレンジリーグⅠ男子 2017/18   レギュラーラウンド,11/4/2017,-,岡谷市民総合体育館,280,0.541666667,0.599305556,0.057638889,富田　満,中島　俊昌,小森　美明,嶋田　和明,大同特殊鋼レッドスター,警視庁フォートファイターズ,0,3,24,26,0.019444444,20,25,0.016666667,17,25,0.017361111,-,-,-,-,-,-,大同特殊鋼レッドスター,4,-,田中 尚,1,-,-,■,-,-,4,2,0,50,2,0,0,0,-,0,-,3,0,0,0,0,0,0,0,-
Men,2017_2018,501,Ｖ・チャレンジリーグⅠ男子 2017/18   レギュラーラウンド,11/4/2017,-,岡谷市民総合体育館,280,0.541666667,0.599305556,0.057638889,富田　満,中島　俊昌,小森　美明,嶋田　和明,大同特殊鋼レッドスター,警視庁フォートファイターズ,0,3,24,26,0.019444444,20,25,0.016666667,17,25,0.017361111,-,-,-,-,-,-,大同特殊鋼レッドスター,5,-,平野 晃多,3,■,■,■,-,-,4,1,0,25,0.33,0,0,0,-,0,-,11,0,0,2,4.5,1,0,0,0
Men,2017_2018,501,Ｖ・チャレンジリーグⅠ男子 2017/18   レギュラーラウンド,11/4/2017,-,岡谷市民総合体育館,280,0.541666667,0.599305556,0.057638889,富田　満,中島　俊昌,小森　美明,嶋田　和明,大同特殊鋼レッドスター,警視庁フォートファイターズ,0,3,24,26,0.019444444,20,25,0.016666667,17,25,0.017361111,-,-,-,-,-,-,大同特殊鋼レッドスター,6,-,辰巳 佳靖,3,■,■,■,-,-,28,10,2,35.7,3.33,9,4,1,44.4,1,0.33,4,0,0,0,0,0,0,0,-
Men,2017_2018,501,Ｖ・チャレンジリーグⅠ男子 2017/18   レギュラーラウンド,11/4/2017,-,岡谷市民総合体育館,280,0.541666667,0.599305556,0.057638889,富田　満,中島　俊昌,小森　美明,嶋田　和明,大同特殊鋼レッドスター,警視庁フォートファイターズ,0,3,24,26,0.019444444,20,25,0.016666667,17,25,0.017361111,-,-,-,-,-,-,大同特殊鋼レッドスター,7,-,赤澤 直樹,1,□,-,-,-,-,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0,0,0,0,-
Men,2017_2018,501,Ｖ・チャレンジリーグⅠ男子 2017/18   レギュラーラウンド,11/4/2017,-,岡谷市民総合体育館,280,0.541666667,0.599305556,0.057638889,富田　満,中島　俊昌,小森　美明,嶋田　和明,大同特殊鋼レッドスター,警視庁フォートファイターズ,0,3,24,26,0.019444444,20,25,0.016666667,17,25,0.017361111,-,-,-,-,-,-,大同特殊鋼レッドスター,8,-,藤元 公貴,0,-,-,-,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
Men,2017_2018,501,Ｖ・チャレンジリーグⅠ男子 2017/18   レギュラーラウンド,11/4/2017,-,岡谷市民総合体育館,280,0.541666667,0.599305556,0.057638889,富田　満,中島　俊昌,小森　美明,嶋田　和明,大同特殊鋼レッドスター,警視庁フォートファイターズ,0,3,24,26,0.019444444,20,25,0.016666667,17,25,0.017361111,-,-,-,-,-,-,大同特殊鋼レッドスター,9,-,長谷川 優太,3,■,■,■,-,-,0,0,0,-,-,0,0,0,-,0,-,10,0,1,4,7.5,2,0,0,0
Men,2017_2018,501,Ｖ・チャレンジリーグⅠ男子 2017/18   レギュラーラウンド,11/4/2017,-,岡谷市民総合体育館,280,0.541666667,0.599305556,0.057638889,富田　満,中島　俊昌,小森　美明,嶋田　和明,大同特殊鋼レッドスター,警視庁フォートファイターズ,0,3,24,26,0.019444444,20,25,0.016666667,17,25,0.017361111,-,-,-,-,-,-,大同特殊鋼レッドスター,10,-,二五田 大輔,1,-,-,■,-,-,11,4,1,36.4,4,2,1,1,50,0,-,4,0,0,0,0,12,6,0,50
Men,2017_2018,501,Ｖ・チャレンジリーグⅠ男子 2017/18   レギュラーラウンド,11/4/2017,-,岡谷市民総合体育館,280,0.541666667,0.599305556,0.057638889,富田　満,中島　俊昌,小森　美明,嶋田　和明,大同特殊鋼レッドスター,警視庁フォートファイターズ,0,3,24,26,0.019444444,20,25,0.016666667,17,25,0.017361111,-,-,-,-,-,-,大同特殊鋼レッドスター,11,L,嶋田 希隆,0,-,-,-,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
