M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Men,2013_2014,701,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/7/2013,-,川崎市とどろきアリーナ,359,0.458333333,0.521527778,0.063194444,-,野村　考一,早坂　行博,渡部　仁志,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,0,3,23,25,0.019444444,26,28,0.020138889,24,26,0.019444444,-,-,-,-,-,-,近畿クラブスフィーダ,83,37,5,44.6,12.33,14,6,3,42.9,15,5,75,2,9,34,14,66,30,0,45.5
Men,2013_2014,701,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/7/2013,-,川崎市とどろきアリーナ,359,0.458333333,0.521527778,0.063194444,-,野村　考一,早坂　行博,渡部　仁志,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,3,0,25,23,0.019444444,28,26,0.020138889,26,24,0.019444444,-,-,-,-,-,-,富士通カワサキレッドスピリッツ,114,49,8,43,16.33,15,6,2,40,9,3,77,3,11,33,13.8,64,30,0,46.9
Men,2013_2014,702,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/7/2013,-,川崎市とどろきアリーナ,335,0.548611111,0.603472222,0.054861111,-,高野　淳志,小川　浩二,松本　博臣,大同特殊鋼レッドスター,東京トヨペットグリーンスパークル,3,0,25,21,0.01875,25,16,0.015972222,25,17,0.015972222,-,-,-,-,-,-,大同特殊鋼レッドスター,77,39,6,50.6,13,14,6,1,42.9,13,4.33,73,1,10,28,10.7,48,27,0,56.2
Men,2013_2014,702,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/7/2013,-,川崎市とどろきアリーナ,335,0.548611111,0.603472222,0.054861111,-,高野　淳志,小川　浩二,松本　博臣,大同特殊鋼レッドスター,東京トヨペットグリーンスパークル,0,3,21,25,0.01875,16,25,0.015972222,17,25,0.015972222,-,-,-,-,-,-,東京トヨペットグリーンスパークル,95,26,13,27.4,8.67,7,2,1,28.6,4,1.33,56,4,6,19,14.9,63,34,0,54
Men,2013_2014,703,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/7/2013,-,川崎市とどろきアリーナ,307,0.629166667,0.7,0.070833333,-,赤川　孝義,浜野　陽一,成茂　芳夫,兵庫デルフィーノ,警視庁フォートファイターズ,1,3,20,25,0.017361111,25,17,0.015972222,21,25,0.015972222,17,25,0.015277778,-,-,-,兵庫デルフィーノ,116,47,8,40.5,11.75,20,9,2,45,8,2,84,2,15,20,8.1,76,34,0,44.7
Men,2013_2014,703,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/7/2013,-,川崎市とどろきアリーナ,307,0.629166667,0.7,0.070833333,-,赤川　孝義,浜野　陽一,成茂　芳夫,兵庫デルフィーノ,警視庁フォートファイターズ,3,1,25,20,0.017361111,17,25,0.015972222,25,21,0.015972222,25,17,0.015277778,-,-,-,警視庁フォートファイターズ,120,49,10,40.8,12.25,20,6,4,30,16,4,91,1,14,42,12.6,68,47,0,69.1
Men,2013_2014,704,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/8/2013,-,川崎市とどろきアリーナ,379,0.458333333,0.538888889,0.080555556,-,早坂　行博,宮城　智哉,小林　智子,きんでんトリニティーブリッツ,大分三好ヴァイセアドラー,2,3,25,22,0.015277778,25,20,0.016666667,15,25,0.015277778,19,25,0.016666667,5,15,0.008333333,きんでんトリニティーブリッツ,127,49,12,38.6,9.8,25,4,6,16,10,2,89,1,16,30,9.6,93,37,0,39.8
Men,2013_2014,704,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/8/2013,-,川崎市とどろきアリーナ,379,0.458333333,0.538888889,0.080555556,-,早坂　行博,宮城　智哉,小林　智子,きんでんトリニティーブリッツ,大分三好ヴァイセアドラー,3,2,22,25,0.015277778,20,25,0.016666667,25,15,0.015277778,25,19,0.016666667,15,5,0.008333333,大分三好ヴァイセアドラー,143,65,14,45.5,13,20,11,2,55,9,1.8,107,5,13,52,16.1,72,42,0,58.3
Men,2013_2014,705,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/8/2013,-,川崎市とどろきアリーナ,307,0.5625,0.613888889,0.051388889,-,高野　淳志,小川　浩二,成茂　芳夫,近畿クラブスフィーダ,東京トヨペットグリーンスパークル,3,0,25,14,0.013194444,25,20,0.016666667,25,19,0.017361111,-,-,-,-,-,-,近畿クラブスフィーダ,83,47,3,56.6,15.67,8,3,1,37.5,5,1.67,73,6,10,30,18.2,51,26,0,51
Men,2013_2014,705,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/8/2013,-,川崎市とどろきアリーナ,307,0.5625,0.613888889,0.051388889,-,高野　淳志,小川　浩二,成茂　芳夫,近畿クラブスフィーダ,東京トヨペットグリーンスパークル,0,3,14,25,0.013194444,20,25,0.016666667,19,25,0.017361111,-,-,-,-,-,-,東京トヨペットグリーンスパークル,70,27,9,38.6,9,11,5,2,45.5,8,2.67,55,1,4,24,12.4,56,25,0,44.6
