M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,N,L,Name,出場セット,出場セット1,出場セット2,出場セット3,出場セット4,出場セット5,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Men,2013_2014,701,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/7/2013,-,川崎市とどろきアリーナ,359,0.458333333,0.521527778,0.063194444,-,野村　考一,早坂　行博,渡部　仁志,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,0,3,23,25,0.019444444,26,28,0.020138889,24,26,0.019444444,-,-,-,-,-,-,近畿クラブスフィーダ,1,-,濱本 豊,3,■,■,■,-,-,26,14,2,53.8,4.67,10,4,1,40,1,0.33,10,1,1,4,20,0,0,0,-
Men,2013_2014,701,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/7/2013,-,川崎市とどろきアリーナ,359,0.458333333,0.521527778,0.063194444,-,野村　考一,早坂　行博,渡部　仁志,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,0,3,23,25,0.019444444,26,28,0.020138889,24,26,0.019444444,-,-,-,-,-,-,近畿クラブスフィーダ,2,-,梶野 喜宏(C),3,■,■,■,-,-,3,2,0,66.7,0.67,0,0,0,-,1,0.33,11,0,0,3,6.8,0,0,0,-
Men,2013_2014,701,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/7/2013,-,川崎市とどろきアリーナ,359,0.458333333,0.521527778,0.063194444,-,野村　考一,早坂　行博,渡部　仁志,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,0,3,23,25,0.019444444,26,28,0.020138889,24,26,0.019444444,-,-,-,-,-,-,近畿クラブスフィーダ,3,-,河戸 俊亮,3,■,■,■,-,-,9,5,0,55.6,1.67,0,0,0,-,3,1,7,0,0,5,17.9,0,0,0,-
Men,2013_2014,701,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/7/2013,-,川崎市とどろきアリーナ,359,0.458333333,0.521527778,0.063194444,-,野村　考一,早坂　行博,渡部　仁志,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,0,3,23,25,0.019444444,26,28,0.020138889,24,26,0.019444444,-,-,-,-,-,-,近畿クラブスフィーダ,4,L,山田 翔太,3,●,●,●,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,24,9,0,37.5
Men,2013_2014,701,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/7/2013,-,川崎市とどろきアリーナ,359,0.458333333,0.521527778,0.063194444,-,野村　考一,早坂　行博,渡部　仁志,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,0,3,23,25,0.019444444,26,28,0.020138889,24,26,0.019444444,-,-,-,-,-,-,近畿クラブスフィーダ,6,-,勝 将哉,2,□,-,□,-,-,0,0,0,-,-,0,0,0,-,0,-,2,0,1,0,0,1,0,0,0
Men,2013_2014,701,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/7/2013,-,川崎市とどろきアリーナ,359,0.458333333,0.521527778,0.063194444,-,野村　考一,早坂　行博,渡部　仁志,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,0,3,23,25,0.019444444,26,28,0.020138889,24,26,0.019444444,-,-,-,-,-,-,近畿クラブスフィーダ,9,-,本多 駿,3,■,■,■,-,-,16,6,2,37.5,2,3,1,2,33.3,4,1.33,15,0,1,7,11.7,30,15,0,50
Men,2013_2014,701,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/7/2013,-,川崎市とどろきアリーナ,359,0.458333333,0.521527778,0.063194444,-,野村　考一,早坂　行博,渡部　仁志,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,0,3,23,25,0.019444444,26,28,0.020138889,24,26,0.019444444,-,-,-,-,-,-,近畿クラブスフィーダ,11,-,片渕 貴史,3,■,■,■,-,-,11,5,0,45.5,1.67,0,0,0,-,1,0.33,9,0,2,4,11.1,0,0,0,-
Men,2013_2014,701,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/7/2013,-,川崎市とどろきアリーナ,359,0.458333333,0.521527778,0.063194444,-,野村　考一,早坂　行博,渡部　仁志,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,0,3,23,25,0.019444444,26,28,0.020138889,24,26,0.019444444,-,-,-,-,-,-,近畿クラブスフィーダ,12,-,中田 雄大,1,-,□,-,-,-,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0,0,0,0,-
Men,2013_2014,701,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/7/2013,-,川崎市とどろきアリーナ,359,0.458333333,0.521527778,0.063194444,-,野村　考一,早坂　行博,渡部　仁志,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,0,3,23,25,0.019444444,26,28,0.020138889,24,26,0.019444444,-,-,-,-,-,-,近畿クラブスフィーダ,13,-,南 拓磨,2,□,-,□,-,-,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-
Men,2013_2014,701,Ｖ・チャレンジリーグ男子 2013/14   レギュラーラウンド,12/7/2013,-,川崎市とどろきアリーナ,359,0.458333333,0.521527778,0.063194444,-,野村　考一,早坂　行博,渡部　仁志,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,0,3,23,25,0.019444444,26,28,0.020138889,24,26,0.019444444,-,-,-,-,-,-,近畿クラブスフィーダ,14,-,鳥越 裕喜,3,■,■,■,-,-,18,5,1,27.8,1.67,1,1,0,100,5,1.67,17,1,2,10,20.6,11,6,0,54.5
