M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Women,2013_2014,851,Ｖ・チャレンジリーグ女子 2013/14   レギュラーラウンド,12/7/2013,-,柏市沼南体育館,360,0.541666667,0.599305556,0.057638889,-,渡部　菜保子,山内　大右,緑川　靖,GSS東京サンビームズ,仙台ベルフィーユ,0,3,17,25,0.015972222,28,30,0.023611111,12,25,0.013888889,-,-,-,-,-,-,GSS東京サンビームズ,128,37,15,28.9,12.33,10,2,2,20,1,0.33,58,7,7,14,16.4,73,54,0,74
Women,2013_2014,851,Ｖ・チャレンジリーグ女子 2013/14   レギュラーラウンド,12/7/2013,-,柏市沼南体育館,360,0.541666667,0.599305556,0.057638889,-,渡部　菜保子,山内　大右,緑川　靖,GSS東京サンビームズ,仙台ベルフィーユ,3,0,25,17,0.015972222,30,28,0.023611111,25,12,0.013888889,-,-,-,-,-,-,仙台ベルフィーユ,93,37,6,39.8,12.33,4,0,0,0,16,5.33,79,2,6,17,7.4,49,30,0,61.2
Women,2013_2014,852,Ｖ・チャレンジリーグ女子 2013/14   レギュラーラウンド,12/7/2013,-,柏市沼南体育館,400,0.625,0.675694444,0.050694444,-,服部　篤史,関　秀彰,池畑　羊一,柏エンゼルクロス,デンソーエアリービーズ,0,3,13,25,0.015972222,9,25,0.014583333,15,25,0.015972222,-,-,-,-,-,-,柏エンゼルクロス,91,18,4,19.8,6,4,0,1,0,8,2.67,39,1,1,5,5.3,64,42,0,65.6
Women,2013_2014,852,Ｖ・チャレンジリーグ女子 2013/14   レギュラーラウンド,12/7/2013,-,柏市沼南体育館,400,0.625,0.675694444,0.050694444,-,服部　篤史,関　秀彰,池畑　羊一,柏エンゼルクロス,デンソーエアリービーズ,3,0,25,13,0.015972222,25,9,0.014583333,25,15,0.015972222,-,-,-,-,-,-,デンソーエアリービーズ,90,47,2,52.2,15.67,10,6,1,60,12,4,73,6,7,18,13.3,38,32,0,84.2
Women,2013_2014,853,Ｖ・チャレンジリーグ女子 2013/14   レギュラーラウンド,12/7/2013,-,和水町スカイドーム2000,800,0.546527778,0.595833333,0.049305556,-,山本　晋吾,寺田　温子,鳥井　昭宏,JAぎふリオレーナ,埼玉上尾メディックス,0,3,11,25,0.013194444,11,25,0.013888889,20,25,0.018055556,-,-,-,-,-,-,JAぎふリオレーナ,99,33,7,33.3,11,9,1,1,11.1,4,1.33,43,2,1,11,10.1,73,43,0,58.9
Women,2013_2014,853,Ｖ・チャレンジリーグ女子 2013/14   レギュラーラウンド,12/7/2013,-,和水町スカイドーム2000,800,0.546527778,0.595833333,0.049305556,-,山本　晋吾,寺田　温子,鳥井　昭宏,JAぎふリオレーナ,埼玉上尾メディックス,3,0,25,11,0.013194444,25,11,0.013888889,25,20,0.018055556,-,-,-,-,-,-,埼玉上尾メディックス,92,51,1,55.4,17,20,8,0,40,8,2.67,74,1,1,29,10.9,42,29,0,69
Women,2013_2014,854,Ｖ・チャレンジリーグ女子 2013/14   レギュラーラウンド,12/7/2013,-,和水町スカイドーム2000,1100,0.625,0.684722222,0.059722222,-,須藤　義宏,川尻　康行,端田　直也,PFUブルーキャッツ石川かほく,フォレストリーヴズ熊本,3,0,25,16,0.015972222,32,30,0.024305556,25,13,0.015277778,-,-,-,-,-,-,PFUブルーキャッツ石川かほく,112,38,3,33.9,12.67,20,4,2,20,19,6.33,80,4,4,29,13.1,56,34,0,60.7
Women,2013_2014,854,Ｖ・チャレンジリーグ女子 2013/14   レギュラーラウンド,12/7/2013,-,和水町スカイドーム2000,1100,0.625,0.684722222,0.059722222,-,須藤　義宏,川尻　康行,端田　直也,PFUブルーキャッツ石川かほく,フォレストリーヴズ熊本,0,3,16,25,0.015972222,30,32,0.024305556,13,25,0.015277778,-,-,-,-,-,-,フォレストリーヴズ熊本,134,38,11,28.4,12.67,10,4,1,40,8,2.67,61,5,4,18,14.3,76,43,0,56.6
Women,2013_2014,855,Ｖ・チャレンジリーグ女子 2013/14   レギュラーラウンド,12/8/2013,-,柏市中央体育館,750,0.5,0.555555556,0.055555556,-,渡部　菜保子,小林　友香,坂本　憲昭,デンソーエアリービーズ,KUROBEアクアフェアリーズ,3,0,25,19,0.017361111,25,20,0.018055556,25,11,0.015972222,-,-,-,-,-,-,デンソーエアリービーズ,115,55,7,47.8,18.33,13,4,2,30.8,6,2,73,6,5,15,12,51,42,0,82.4
Women,2013_2014,855,Ｖ・チャレンジリーグ女子 2013/14   レギュラーラウンド,12/8/2013,-,柏市中央体育館,750,0.5,0.555555556,0.055555556,-,渡部　菜保子,小林　友香,坂本　憲昭,デンソーエアリービーズ,KUROBEアクアフェアリーズ,0,3,19,25,0.017361111,20,25,0.018055556,11,25,0.015972222,-,-,-,-,-,-,KUROBEアクアフェアリーズ,108,34,4,31.5,11.33,9,0,2,0,2,0.67,52,0,1,9,4.3,67,47,0,70.1
