M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Men,2002_2003,185,第9回Vリーグ男子   ファイナルラウンド,3/14/2003,-,-,3500,0.668055556,0.722916667,0.054861111,-,印藤　智一,HWANG Jong Lae,四本松　善成,NECブルーロケッツ,サントリーサンバーズ,0,3,16,25,0.014583333,21,25,0.018055556,22,25,0.018055556,-,-,-,-,-,-,NECブルーロケッツ,77,33,10,42.9,11,23,8,6,34.8,7,2.33,61,2,8,8,5.9,61,45,0,73.8
Men,2002_2003,185,第9回Vリーグ男子   ファイナルラウンド,3/14/2003,-,-,3500,0.668055556,0.722916667,0.054861111,-,印藤　智一,HWANG Jong Lae,四本松　善成,NECブルーロケッツ,サントリーサンバーズ,3,0,25,16,0.014583333,25,21,0.018055556,25,22,0.018055556,-,-,-,-,-,-,サントリーサンバーズ,76,38,6,50,12.67,24,14,2,58.3,9,3,73,7,8,12,12.6,53,43,0,81.1
Men,2002_2003,186,第9回Vリーグ男子   ファイナルラウンド,3/14/2003,-,-,3504,0.75,0.802083333,0.052083333,-,小林　朝実,山田　道人,横田　雅博,JTサンダーズ,パナソニックパンサーズ,3,0,25,22,0.016666667,25,16,0.014583333,25,21,0.016666667,-,-,-,-,-,-,JTサンダーズ,77,40,3,51.9,13.33,16,8,2,50,7,2.33,73,2,15,19,8.7,46,34,0,73.9
Men,2002_2003,186,第9回Vリーグ男子   ファイナルラウンド,3/14/2003,-,-,3504,0.75,0.802083333,0.052083333,-,小林　朝実,山田　道人,横田　雅博,JTサンダーズ,パナソニックパンサーズ,0,3,22,25,0.016666667,16,25,0.014583333,21,25,0.016666667,-,-,-,-,-,-,パナソニックパンサーズ,70,30,9,42.9,10,14,5,3,35.7,7,2.33,61,3,14,10,8.4,58,37,0,63.8
Men,2002_2003,187,第9回Vリーグ男子   ファイナルラウンド,3/15/2003,-,-,4500,0.583333333,0.636805556,0.053472222,-,利根川　忠史,HWANG Jong Lae,坂東　彰子,NECブルーロケッツ,パナソニックパンサーズ,3,0,25,23,0.017361111,25,19,0.016666667,25,15,0.015277778,-,-,-,-,-,-,NECブルーロケッツ,72,40,6,55.6,13.33,12,7,2,58.3,8,2.67,73,8,12,7,12.8,46,31,0,67.4
Men,2002_2003,187,第9回Vリーグ男子   ファイナルラウンド,3/15/2003,-,-,4500,0.583333333,0.636805556,0.053472222,-,利根川　忠史,HWANG Jong Lae,坂東　彰子,NECブルーロケッツ,パナソニックパンサーズ,0,3,23,25,0.017361111,19,25,0.016666667,15,25,0.015277778,-,-,-,-,-,-,パナソニックパンサーズ,76,34,6,44.7,11.33,16,7,2,43.8,3,1,59,1,13,14,7.3,55,46,0,83.6
Men,2002_2003,188,第9回Vリーグ男子   ファイナルラウンド,3/15/2003,-,-,5921,0.666666667,0.729861111,0.063194444,-,小柴　滋,印藤　智一,長谷川　登,JTサンダーズ,サントリーサンバーズ,1,3,19,25,0.013888889,25,23,0.015277778,17,25,0.013194444,21,25,0.014583333,-,-,-,JTサンダーズ,93,40,8,43,10,13,7,2,53.8,10,2.5,83,0,13,19,5.7,75,55,0,73.3
Men,2002_2003,188,第9回Vリーグ男子   ファイナルラウンド,3/15/2003,-,-,5921,0.666666667,0.729861111,0.063194444,-,小柴　滋,印藤　智一,長谷川　登,JTサンダーズ,サントリーサンバーズ,3,1,25,19,0.013888889,23,25,0.015277778,25,17,0.013194444,25,21,0.014583333,-,-,-,サントリーサンバーズ,97,57,7,58.8,14.25,15,10,2,66.7,13,3.25,97,4,22,16,7.4,70,51,0,72.9
Men,2002_2003,189,第9回Vリーグ男子   ファイナルラウンド,3/16/2003,-,-,6000,0.479166667,0.541666667,0.0625,-,HWANG Jong Lae,小林　朝実,土屋　明美,NECブルーロケッツ,パナソニックパンサーズ,0,3,23,25,0.01875,22,25,0.020138889,23,25,0.019444444,-,-,-,-,-,-,NECブルーロケッツ,75,36,2,48,12,15,10,0,66.7,3,1,70,6,9,10,11,56,46,0,82.1
Men,2002_2003,189,第9回Vリーグ男子   ファイナルラウンド,3/16/2003,-,-,6000,0.479166667,0.541666667,0.0625,-,HWANG Jong Lae,小林　朝実,土屋　明美,NECブルーロケッツ,パナソニックパンサーズ,3,0,25,23,0.01875,25,22,0.020138889,25,23,0.019444444,-,-,-,-,-,-,パナソニックパンサーズ,82,51,6,62.2,17,30,18,2,60,9,3,73,1,15,10,4.8,59,45,0,76.3
