M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Women,2000_2001,591,第7回Vリーグ女子   ファイナルラウンド,3/2/2001,-,大阪市中央体育館,2100,0.666666667,0.720833333,0.054166667,-,印藤　智一,田野　敏彦,永江　雅之,NECレッドロケッツ,東レアローズ,3,0,25,17,0.013888889,25,12,0.0125,36,34,0.023611111,-,-,-,-,-,-,NECレッドロケッツ,128,62,9,48.4,20.67,9,2,4,22.2,4,1.33,84,2,8,25,9.8,60,43,0,71.7
Women,2000_2001,591,第7回Vリーグ女子   ファイナルラウンド,3/2/2001,-,大阪市中央体育館,2100,0.666666667,0.720833333,0.054166667,-,印藤　智一,田野　敏彦,永江　雅之,NECレッドロケッツ,東レアローズ,0,3,17,25,0.013888889,12,25,0.0125,34,36,0.023611111,-,-,-,-,-,-,東レアローズ,120,37,11,30.8,12.33,1,0,0,0,6,2,65,0,5,17,6.5,74,49,0,66.2
Women,2000_2001,592,第7回Vリーグ女子   ファイナルラウンド,3/2/2001,-,大阪市中央体育館,1900,0.75,0.829166667,0.079166667,-,田野　昭彦,江下　毅,中村　光男,久光製薬スプリングス,東洋紡オーキス,3,2,13,25,0.013194444,25,18,0.015972222,25,19,0.015972222,21,25,0.015972222,15,10,0.009722222,久光製薬スプリングス,191,71,10,37.2,14.2,11,2,2,18.2,10,2,98,4,5,25,9.8,93,59,0,63.4
Women,2000_2001,592,第7回Vリーグ女子   ファイナルラウンド,3/2/2001,-,大阪市中央体育館,1900,0.75,0.829166667,0.079166667,-,田野　昭彦,江下　毅,中村　光男,久光製薬スプリングス,東洋紡オーキス,2,3,25,13,0.013194444,18,25,0.015972222,19,25,0.015972222,25,21,0.015972222,10,15,0.009722222,東洋紡オーキス,172,66,6,38.4,13.2,6,2,1,33.3,12,2.4,98,1,5,33,9.2,92,64,0,69.6
Women,2000_2001,593,第7回Vリーグ女子   ファイナルラウンド,3/3/2001,-,大阪市中央体育館,2300,0.541666667,0.611805556,0.070138889,-,伊藤　博之,寺口　克彦,宮階　和世,NECレッドロケッツ,久光製薬スプリングス,1,3,22,25,0.015277778,21,25,0.015972222,25,20,0.015972222,20,25,0.016666667,-,-,-,NECレッドロケッツ,172,68,14,39.5,17,4,1,1,25,6,1.5,89,3,6,18,7.8,87,64,0,73.6
Women,2000_2001,593,第7回Vリーグ女子   ファイナルラウンド,3/3/2001,-,大阪市中央体育館,2300,0.541666667,0.611805556,0.070138889,-,伊藤　博之,寺口　克彦,宮階　和世,NECレッドロケッツ,久光製薬スプリングス,3,1,25,22,0.015277778,25,21,0.015972222,20,25,0.015972222,25,20,0.016666667,-,-,-,久光製薬スプリングス,136,48,6,35.3,12,5,1,1,20,16,4,94,4,3,23,10.4,83,62,0,74.7
Women,2000_2001,594,第7回Vリーグ女子   ファイナルラウンド,3/3/2001,-,大阪市中央体育館,2900,0.638888889,0.6875,0.048611111,-,印藤　智一,田野　昭彦,宇代　徹,東洋紡オーキス,東レアローズ,3,0,25,18,0.015277778,25,20,0.014583333,25,17,0.014583333,-,-,-,-,-,-,東洋紡オーキス,119,58,5,48.7,19.33,2,0,0,0,5,1.67,73,3,5,19,10.1,55,39,0,70.9
Women,2000_2001,594,第7回Vリーグ女子   ファイナルラウンド,3/3/2001,-,大阪市中央体育館,2900,0.638888889,0.6875,0.048611111,-,印藤　智一,田野　昭彦,宇代　徹,東洋紡オーキス,東レアローズ,0,3,18,25,0.015277778,20,25,0.014583333,17,25,0.014583333,-,-,-,-,-,-,東レアローズ,114,36,6,31.6,12,6,2,0,33.3,5,1.67,57,2,1,15,9.7,67,46,0,68.7
Women,2000_2001,595,第7回Vリーグ女子   ファイナルラウンド,3/4/2001,-,大阪市中央体育館,3200,0.5,0.58125,0.08125,-,田野　敏彦,江下　毅,田中　仁,NECレッドロケッツ,東レアローズ,3,2,18,25,0.013888889,25,21,0.016666667,24,26,0.018055556,25,22,0.016666667,15,7,0.007638889,NECレッドロケッツ,200,72,13,36,14.4,13,4,3,30.8,11,2.2,107,4,9,21,8.1,94,80,0,85.1
Women,2000_2001,595,第7回Vリーグ女子   ファイナルラウンド,3/4/2001,-,大阪市中央体育館,3200,0.5,0.58125,0.08125,-,田野　敏彦,江下　毅,田中　仁,NECレッドロケッツ,東レアローズ,2,3,25,18,0.013888889,21,25,0.016666667,26,24,0.018055556,22,25,0.016666667,7,15,0.007638889,東レアローズ,189,59,9,31.2,11.8,7,3,1,42.9,14,2.8,101,4,6,11,6.1,97,73,0,75.3
