M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Men,2014_2015,701,Ｖ・チャレンジリーグ男子 2014/15   レギュラーラウンド,11/8/2014,-,桜総合体育館,325,0.458333333,0.546527778,0.088194444,-,伊藤　薫,野村　考一,酒寄　和記,大同特殊鋼レッドスター,つくばユナイテッドSun GAIA,2,3,22,25,0.020833333,25,19,0.016666667,17,25,0.015277778,25,23,0.017361111,11,15,0.009722222,大同特殊鋼レッドスター,130,61,8,46.9,12.2,23,15,1,65.2,14,2.8,100,4,15,16,7.2,90,59,0,65.6
Men,2014_2015,701,Ｖ・チャレンジリーグ男子 2014/15   レギュラーラウンド,11/8/2014,-,桜総合体育館,325,0.458333333,0.546527778,0.088194444,-,伊藤　薫,野村　考一,酒寄　和記,大同特殊鋼レッドスター,つくばユナイテッドSun GAIA,3,2,25,22,0.020833333,19,25,0.016666667,25,17,0.015277778,23,25,0.017361111,15,11,0.009722222,つくばユナイテッドSun GAIA,139,68,7,48.9,13.6,9,2,1,22.2,12,2.4,107,4,14,30,10.6,85,65,0,76.5
Men,2014_2015,702,Ｖ・チャレンジリーグ男子 2014/15   レギュラーラウンド,11/8/2014,-,桜総合体育館,357,0.569444444,0.620833333,0.051388889,-,浅見　靖人,笠倉　雅弘,井坂　直樹,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,25,18,0.015277778,25,20,0.015972222,25,20,0.015972222,-,-,-,-,-,-,兵庫デルフィーノ,80,38,10,47.5,12.67,7,3,2,42.9,6,2,73,7,16,21,15.4,53,37,0,69.8
Men,2014_2015,702,Ｖ・チャレンジリーグ男子 2014/15   レギュラーラウンド,11/8/2014,-,桜総合体育館,357,0.569444444,0.620833333,0.051388889,-,浅見　靖人,笠倉　雅弘,井坂　直樹,兵庫デルフィーノ,近畿クラブスフィーダ,0,3,18,25,0.015277778,20,25,0.015972222,20,25,0.015972222,-,-,-,-,-,-,近畿クラブスフィーダ,69,25,14,36.2,8.33,9,3,3,33.3,4,1.33,60,2,7,14,8.5,55,29,0,52.7
Men,2014_2015,703,Ｖ・チャレンジリーグ男子 2014/15   レギュラーラウンド,11/8/2014,-,桜総合体育館,359,0.645833333,0.696527778,0.050694444,-,松延　亮一,酒井　義成,西部　芳夫,富士通カワサキレッドスピリッツ,東京トヨペットグリーンスパークル,3,0,25,15,0.015972222,25,18,0.015277778,25,19,0.015277778,-,-,-,-,-,-,富士通カワサキレッドスピリッツ,82,43,7,52.4,14.33,13,7,3,53.8,9,3,73,3,16,24,12.1,49,34,0,69.4
Men,2014_2015,703,Ｖ・チャレンジリーグ男子 2014/15   レギュラーラウンド,11/8/2014,-,桜総合体育館,359,0.645833333,0.696527778,0.050694444,-,松延　亮一,酒井　義成,西部　芳夫,富士通カワサキレッドスピリッツ,東京トヨペットグリーンスパークル,0,3,15,25,0.015972222,18,25,0.015277778,19,25,0.015277778,-,-,-,-,-,-,東京トヨペットグリーンスパークル,75,23,8,30.7,7.67,9,3,2,33.3,3,1,54,2,4,14,9.8,55,30,0,54.5
Men,2014_2015,704,Ｖ・チャレンジリーグ男子 2014/15   レギュラーラウンド,11/8/2014,-,坂戸市民総合運動公園体育館,629,0.458333333,0.532638889,0.074305556,-,早坂　行博,中島　俊昌,大木　茂男,警視庁フォートファイターズ,埼玉アザレア,3,1,20,25,0.015972222,25,20,0.015277778,25,22,0.019444444,25,18,0.017361111,-,-,-,警視庁フォートファイターズ,140,56,14,40,14,20,5,3,25,10,2.5,94,2,13,32,10.2,73,31,0,42.5
Men,2014_2015,704,Ｖ・チャレンジリーグ男子 2014/15   レギュラーラウンド,11/8/2014,-,坂戸市民総合運動公園体育館,629,0.458333333,0.532638889,0.074305556,-,早坂　行博,中島　俊昌,大木　茂男,警視庁フォートファイターズ,埼玉アザレア,1,3,25,20,0.015972222,20,25,0.015277778,22,25,0.019444444,18,25,0.017361111,-,-,-,埼玉アザレア,146,49,8,33.6,12.25,7,1,2,14.3,6,1.5,86,1,13,41,12.8,81,47,0,58
Men,2014_2015,705,Ｖ・チャレンジリーグ男子 2014/15   レギュラーラウンド,11/8/2014,-,坂戸市民総合運動公園体育館,374,0.559027778,0.652083333,0.093055556,-,浅井　唯由,鈴木　和紀,岩井　直博,東京ヴェルディ,きんでんトリニティーブリッツ,3,2,22,25,0.017361111,28,26,0.020833333,25,21,0.019444444,18,25,0.015277778,16,14,0.011805556,東京ヴェルディ,147,63,12,42.9,12.6,18,7,4,38.9,16,3.2,109,1,13,26,6.9,96,55,0,57.3
Men,2014_2015,705,Ｖ・チャレンジリーグ男子 2014/15   レギュラーラウンド,11/8/2014,-,坂戸市民総合運動公園体育館,374,0.559027778,0.652083333,0.093055556,-,浅井　唯由,鈴木　和紀,岩井　直博,東京ヴェルディ,きんでんトリニティーブリッツ,2,3,25,22,0.017361111,26,28,0.020833333,21,25,0.019444444,25,18,0.015277778,14,16,0.011805556,きんでんトリニティーブリッツ,159,71,15,44.7,14.2,35,11,7,31.4,7,1.4,111,3,14,39,11.1,95,69,0,72.6
