M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Women,2018_2019,791,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/2/2019,-,ウインク体育館,900,0.458333333,0.508333333,0.05,石井　洋壮,佐伯　昌昭,内藤　聡美,山本　順一,ヴィクトリーナ姫路,大野石油広島オイラーズ,3,0,25,19,0.015277778,25,14,0.013888889,25,21,0.016666667,-,-,-,-,-,-,ヴィクトリーナ姫路,85,37,4,43.5,12.33,3,0,1,0,14,4.67,74,4,4,20,10.8,45,23,9,61.1
Women,2018_2019,791,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/2/2019,-,ウインク体育館,900,0.458333333,0.508333333,0.05,石井　洋壮,佐伯　昌昭,内藤　聡美,山本　順一,ヴィクトリーナ姫路,大野石油広島オイラーズ,0,3,19,25,0.015277778,14,25,0.013888889,21,25,0.016666667,-,-,-,-,-,-,大野石油広島オイラーズ,111,40,7,36,13.33,3,1,1,33.3,2,0.67,55,3,9,13,7.3,69,37,12,62.3
Women,2018_2019,792,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/2/2019,-,ウインク体育館,400,0.541666667,0.59375,0.052083333,田野　昭彦,本間　明,宮原　里実,山内　康史,JAぎふリオレーナ,GSS東京サンビームズ,3,0,25,23,0.018055556,25,16,0.015277778,25,13,0.014583333,-,-,-,-,-,-,JAぎふリオレーナ,137,60,5,43.8,20,7,3,1,42.9,4,1.33,73,1,3,23,8.2,53,27,8,58.5
Women,2018_2019,792,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/2/2019,-,ウインク体育館,400,0.541666667,0.59375,0.052083333,田野　昭彦,本間　明,宮原　里実,山内　康史,JAぎふリオレーナ,GSS東京サンビームズ,0,3,23,25,0.018055556,16,25,0.015277778,13,25,0.014583333,-,-,-,-,-,-,GSS東京サンビームズ,127,37,7,29.1,12.33,7,2,0,28.6,2,0.67,54,1,1,18,9.7,69,33,13,57.2
Women,2018_2019,793,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/2/2019,-,ウインク体育館,300,0.625,0.7,0.075,石井　洋壮,岩井　好恵,平田　敬基,山本　順一,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,3,1,25,27,0.01875,25,23,0.018055556,25,15,0.015277778,25,20,0.016666667,-,-,-,群馬銀行グリーンウイングス,181,69,15,38.1,17.25,1,1,0,100,9,2.25,99,4,5,18,7.3,80,39,9,54.4
Women,2018_2019,793,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/2/2019,-,ウインク体育館,300,0.625,0.7,0.075,石井　洋壮,岩井　好恵,平田　敬基,山本　順一,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,1,3,27,25,0.01875,23,25,0.018055556,15,25,0.015277778,20,25,0.016666667,-,-,-,プレステージ・インターナショナルアランマーレ,194,55,12,28.4,13.75,7,2,1,28.6,5,1.25,86,2,4,32,10.5,93,66,9,75.8
Women,2018_2019,794,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/3/2019,-,ウインク体育館,1000,0.458333333,0.5125,0.054166667,田野　昭彦,平田　敬基,岩井　好恵,山内　康史,ヴィクトリーナ姫路,GSS東京サンビームズ,3,0,25,23,0.015972222,26,24,0.019444444,25,13,0.014583333,-,-,-,-,-,-,ヴィクトリーナ姫路,111,49,7,44.1,16.33,3,0,0,0,3,1,74,3,3,26,11.8,55,25,12,56.4
Women,2018_2019,794,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/3/2019,-,ウインク体育館,1000,0.458333333,0.5125,0.054166667,田野　昭彦,平田　敬基,岩井　好恵,山内　康史,ヴィクトリーナ姫路,GSS東京サンビームズ,0,3,23,25,0.015972222,24,26,0.019444444,13,25,0.014583333,-,-,-,-,-,-,GSS東京サンビームズ,140,42,12,30,14,5,0,3,0,0,0,62,3,6,18,9.7,70,30,14,52.9
Women,2018_2019,795,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/3/2019,-,ウインク体育館,400,0.545138889,0.621527778,0.076388889,石井　洋壮,宮原　里実,本間　明,山本　順一,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,3,1,25,22,0.017361111,22,25,0.018055556,25,20,0.015972222,25,22,0.01875,-,-,-,JAぎふリオレーナ,173,70,17,40.5,17.5,16,4,3,25,12,3,96,1,1,27,7.8,81,51,11,69.8
Women,2018_2019,795,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/3/2019,-,ウインク体育館,400,0.545138889,0.621527778,0.076388889,石井　洋壮,宮原　里実,本間　明,山本　順一,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,1,3,22,25,0.017361111,25,22,0.018055556,20,25,0.015972222,22,25,0.01875,-,-,-,プレステージ・インターナショナルアランマーレ,186,60,10,32.3,15,9,2,1,22.2,4,1,90,6,4,19,10.8,94,58,9,66.5
Women,2018_2019,796,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/3/2019,-,ウインク体育館,300,0.649305556,0.713888889,0.064583333,田野　昭彦,内藤　聡美,佐伯　昌昭,山内　康史,群馬銀行グリーンウイングス,大野石油広島オイラーズ,3,1,25,16,0.014583333,25,12,0.0125,20,25,0.016666667,25,16,0.014583333,-,-,-,群馬銀行グリーンウイングス,151,58,10,38.4,14.5,0,0,0,-,8,2,94,2,3,27,8.5,59,32,6,59.3
Women,2018_2019,796,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/3/2019,-,ウインク体育館,300,0.649305556,0.713888889,0.064583333,田野　昭彦,内藤　聡美,佐伯　昌昭,山内　康史,群馬銀行グリーンウイングス,大野石油広島オイラーズ,1,3,16,25,0.014583333,12,25,0.0125,25,20,0.016666667,16,25,0.014583333,-,-,-,大野石油広島オイラーズ,151,46,14,30.5,11.5,4,1,1,25,7,1.75,70,1,10,21,5.4,90,53,11,65
Women,2018_2019,797,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/10/2019,-,ジェイテクト体育館,250,0.416666667,0.467361111,0.050694444,田野　敏彦,城　智人,増岡　三佳子,松井　孝志,ヴィクトリーナ姫路,プレステージ・インターナショナルアランマーレ,3,0,25,19,0.017361111,25,15,0.013888889,25,16,0.015277778,-,-,-,-,-,-,ヴィクトリーナ姫路,111,43,4,38.7,14.33,4,0,1,0,6,2,74,2,6,22,8.1,39,13,9,44.9
Women,2018_2019,797,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/10/2019,-,ジェイテクト体育館,250,0.416666667,0.467361111,0.050694444,田野　敏彦,城　智人,増岡　三佳子,松井　孝志,ヴィクトリーナ姫路,プレステージ・インターナショナルアランマーレ,0,3,19,25,0.017361111,15,25,0.013888889,16,25,0.015277778,-,-,-,-,-,-,プレステージ・インターナショナルアランマーレ,128,38,11,29.7,12.67,11,3,1,27.3,0,0,51,1,11,17,4.9,67,28,17,54.5
Women,2018_2019,798,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/10/2019,-,ジェイテクト体育館,300,0.5,0.580555556,0.080555556,高橋　憲太郎,中山　健,本間　明,田中　栄二,JAぎふリオレーナ,群馬銀行グリーンウイングス,3,2,19,25,0.014583333,25,17,0.015972222,25,17,0.015277778,18,25,0.017361111,15,11,0.009027778,JAぎふリオレーナ,193,70,12,36.3,14,12,6,1,50,10,2,102,2,6,18,4.9,86,40,23,59.9
Women,2018_2019,798,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/10/2019,-,ジェイテクト体育館,300,0.5,0.580555556,0.080555556,高橋　憲太郎,中山　健,本間　明,田中　栄二,JAぎふリオレーナ,群馬銀行グリーンウイングス,2,3,25,19,0.014583333,17,25,0.015972222,17,25,0.015277778,25,18,0.017361111,11,15,0.009027778,群馬銀行グリーンウイングス,184,64,8,34.8,12.8,1,0,0,0,9,1.8,95,3,8,21,6.6,96,46,30,63.5
Women,2018_2019,799,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/10/2019,-,ジェイテクト体育館,250,0.604166667,0.667361111,0.063194444,田野　敏彦,森口　豊,宮原　里実,松本　冴香,GSS東京サンビームズ,大野石油広島オイラーズ,0,3,28,30,0.022916667,24,26,0.018055556,22,25,0.018055556,-,-,-,-,-,-,GSS東京サンビームズ,123,46,12,37.4,15.33,6,1,2,16.7,6,2,75,5,6,20,11.3,71,28,24,56.3
Women,2018_2019,799,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/10/2019,-,ジェイテクト体育館,250,0.604166667,0.667361111,0.063194444,田野　敏彦,森口　豊,宮原　里実,松本　冴香,GSS東京サンビームズ,大野石油広島オイラーズ,3,0,30,28,0.022916667,26,24,0.018055556,25,22,0.018055556,-,-,-,-,-,-,大野石油広島オイラーズ,127,44,11,34.6,14.67,2,1,0,50,9,3,80,8,4,16,13.8,68,24,20,50
Women,2018_2019,800,2018-19 V.LEAGUE DIVISION2 WOMEN   ファイナル６,3/16/2019,-,酒田市国体記念体育館,380,0.5,0.556944444,0.056944444,村上　成司,早坂　行博,杉村　友雄,佐藤　大輔,プレステージ・インターナショナルアランマーレ,GSS東京サンビームズ,3,0,25,18,0.017361111,25,23,0.018055556,25,22,0.017361111,-,-,-,-,-,-,プレステージ・インターナショナルアランマーレ,140,52,10,37.1,17.33,11,0,1,0,7,2.33,73,4,8,23,10.6,65,28,19,57.7
