M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,N,L,Name,出場セット,出場セット1,出場セット2,出場セット3,出場セット4,出場セット5,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Women,2021_2022,291,2021-22 V.LEAGUE DIVISION1 WOMEN   V・レギュラーラウンド,10/15/2021,滋賀県,ウカルちゃんアリーナ,767,0.760416667,0.844444444,0.084027778,大塚　達也,北村　友香,西山　尚幸,小口　広之進,東レアローズ,ヴィクトリーナ姫路,3,1,22,25,0.020833333,25,22,0.01875,26,24,0.020833333,25,21,0.017361111,-,-,-,東レアローズ,1,-,井上 奈々朱,4,■,■,■,■,-,9,4,1,44.4,1,0,0,0,-,1,0.25,21,1,2,7,10.7,0,0,0,-
Women,2021_2022,291,2021-22 V.LEAGUE DIVISION1 WOMEN   V・レギュラーラウンド,10/15/2021,滋賀県,ウカルちゃんアリーナ,767,0.760416667,0.844444444,0.084027778,大塚　達也,北村　友香,西山　尚幸,小口　広之進,東レアローズ,ヴィクトリーナ姫路,3,1,22,25,0.020833333,25,22,0.01875,26,24,0.020833333,25,21,0.017361111,-,-,-,東レアローズ,4,-,白井 美沙紀,3,■,□,□,-,-,0,0,0,-,-,0,0,0,-,0,-,3,0,1,1,0,0,0,0,-
Women,2021_2022,291,2021-22 V.LEAGUE DIVISION1 WOMEN   V・レギュラーラウンド,10/15/2021,滋賀県,ウカルちゃんアリーナ,767,0.760416667,0.844444444,0.084027778,大塚　達也,北村　友香,西山　尚幸,小口　広之進,東レアローズ,ヴィクトリーナ姫路,3,1,22,25,0.020833333,25,22,0.01875,26,24,0.020833333,25,21,0.017361111,-,-,-,東レアローズ,5,-,中田 紫乃,3,■,□,□,-,-,6,0,2,0,-,0,0,0,-,0,-,5,0,0,3,15,2,2,0,100
Women,2021_2022,291,2021-22 V.LEAGUE DIVISION1 WOMEN   V・レギュラーラウンド,10/15/2021,滋賀県,ウカルちゃんアリーナ,767,0.760416667,0.844444444,0.084027778,大塚　達也,北村　友香,西山　尚幸,小口　広之進,東レアローズ,ヴィクトリーナ姫路,3,1,22,25,0.020833333,25,22,0.01875,26,24,0.020833333,25,21,0.017361111,-,-,-,東レアローズ,6,L,中島 未来,0,-,-,-,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
Women,2021_2022,291,2021-22 V.LEAGUE DIVISION1 WOMEN   V・レギュラーラウンド,10/15/2021,滋賀県,ウカルちゃんアリーナ,767,0.760416667,0.844444444,0.084027778,大塚　達也,北村　友香,西山　尚幸,小口　広之進,東レアローズ,ヴィクトリーナ姫路,3,1,22,25,0.020833333,25,22,0.01875,26,24,0.020833333,25,21,0.017361111,-,-,-,東レアローズ,7,-,ヤナ・クラン,4,■,■,■,■,-,58,25,4,43.1,6.25,8,1,0,12.5,1,0.25,17,1,1,5,11.8,0,0,0,-
Women,2021_2022,291,2021-22 V.LEAGUE DIVISION1 WOMEN   V・レギュラーラウンド,10/15/2021,滋賀県,ウカルちゃんアリーナ,767,0.760416667,0.844444444,0.084027778,大塚　達也,北村　友香,西山　尚幸,小口　広之進,東レアローズ,ヴィクトリーナ姫路,3,1,22,25,0.020833333,25,22,0.01875,26,24,0.020833333,25,21,0.017361111,-,-,-,東レアローズ,8,-,小川 愛里奈,4,■,■,■,■,-,21,14,0,66.7,3.5,1,1,0,100,3,0.75,14,0,0,5,8.9,0,0,0,-
Women,2021_2022,291,2021-22 V.LEAGUE DIVISION1 WOMEN   V・レギュラーラウンド,10/15/2021,滋賀県,ウカルちゃんアリーナ,767,0.760416667,0.844444444,0.084027778,大塚　達也,北村　友香,西山　尚幸,小口　広之進,東レアローズ,ヴィクトリーナ姫路,3,1,22,25,0.020833333,25,22,0.01875,26,24,0.020833333,25,21,0.017361111,-,-,-,東レアローズ,10,-,関 菜々巳,4,□,■,■,■,-,2,2,0,100,0.5,0,0,0,-,0,-,7,0,0,2,7.1,0,0,0,-
Women,2021_2022,291,2021-22 V.LEAGUE DIVISION1 WOMEN   V・レギュラーラウンド,10/15/2021,滋賀県,ウカルちゃんアリーナ,767,0.760416667,0.844444444,0.084027778,大塚　達也,北村　友香,西山　尚幸,小口　広之進,東レアローズ,ヴィクトリーナ姫路,3,1,22,25,0.020833333,25,22,0.01875,26,24,0.020833333,25,21,0.017361111,-,-,-,東レアローズ,11,L,水杉 玲奈,4,●,●,●,●,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,8,4,58.8
Women,2021_2022,291,2021-22 V.LEAGUE DIVISION1 WOMEN   V・レギュラーラウンド,10/15/2021,滋賀県,ウカルちゃんアリーナ,767,0.760416667,0.844444444,0.084027778,大塚　達也,北村　友香,西山　尚幸,小口　広之進,東レアローズ,ヴィクトリーナ姫路,3,1,22,25,0.020833333,25,22,0.01875,26,24,0.020833333,25,21,0.017361111,-,-,-,東レアローズ,12,-,石川 真佑,4,■,■,■,■,-,41,14,7,34.1,3.5,5,2,0,40,1,0.25,13,0,1,4,5.8,20,14,4,80
Women,2021_2022,291,2021-22 V.LEAGUE DIVISION1 WOMEN   V・レギュラーラウンド,10/15/2021,滋賀県,ウカルちゃんアリーナ,767,0.760416667,0.844444444,0.084027778,大塚　達也,北村　友香,西山　尚幸,小口　広之進,東レアローズ,ヴィクトリーナ姫路,3,1,22,25,0.020833333,25,22,0.01875,26,24,0.020833333,25,21,0.017361111,-,-,-,東レアローズ,13,-,野呂 加南子,4,□,■,■,■,-,18,3,1,16.7,0.75,0,0,0,-,0,-,16,2,0,3,17.2,41,15,8,46.3
