M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Men,2009_2010,601,Ｖ・チャレンジリーグ男子 2009/10   レギュラーラウンド,1/9/2010,-,近畿大学記念会館,200,0.541666667,0.629166667,0.0875,-,佐々木　伸子,新道　哲郎,前田　昌美,きんでんトリニティーブリッツ,東京ヴェルディ,3,2,26,24,0.01875,25,19,0.017361111,23,25,0.015972222,22,25,0.017361111,15,10,0.009722222,きんでんトリニティーブリッツ,171,67,17,39.2,13.4,4,1,2,25,15,3,110,3,9,18,6.6,97,81,0,83.5
Men,2009_2010,601,Ｖ・チャレンジリーグ男子 2009/10   レギュラーラウンド,1/9/2010,-,近畿大学記念会館,200,0.541666667,0.629166667,0.0875,-,佐々木　伸子,新道　哲郎,前田　昌美,きんでんトリニティーブリッツ,東京ヴェルディ,2,3,24,26,0.01875,19,25,0.017361111,25,23,0.015972222,25,22,0.017361111,10,15,0.009722222,東京ヴェルディ,173,61,15,35.3,12.2,42,15,9,35.7,11,2.2,104,1,7,15,4.4,99,80,0,80.8
Men,2009_2010,602,Ｖ・チャレンジリーグ男子 2009/10   レギュラーラウンド,1/9/2010,-,近畿大学記念会館,200,0.65625,0.725694444,0.069444444,-,山本　晋吾,吉岡　奈々,東　勝彦,警視庁フォートファイターズ,近畿クラブスフィーダ,1,3,25,16,0.0125,22,25,0.017361111,25,27,0.016666667,22,25,0.016666667,-,-,-,警視庁フォートファイターズ,141,53,17,37.6,13.25,16,9,2,56.2,11,2.75,95,3,6,24,9.3,79,65,0,82.3
Men,2009_2010,602,Ｖ・チャレンジリーグ男子 2009/10   レギュラーラウンド,1/9/2010,-,近畿大学記念会館,200,0.65625,0.725694444,0.069444444,-,山本　晋吾,吉岡　奈々,東　勝彦,警視庁フォートファイターズ,近畿クラブスフィーダ,3,1,16,25,0.0125,25,22,0.017361111,27,25,0.016666667,25,22,0.016666667,-,-,-,近畿クラブスフィーダ,141,56,12,39.7,14,16,6,3,37.5,5,1.25,92,6,10,11,8.9,87,62,0,71.3
Men,2009_2010,603,Ｖ・チャレンジリーグ男子 2009/10   レギュラーラウンド,1/9/2010,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,280,0.458333333,0.504166667,0.045833333,-,西中野　健,大下　孝,松井　孝志,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,3,0,25,13,0.013888889,25,16,0.013888889,25,17,0.013888889,-,-,-,-,-,-,富士通カワサキレッドスピリッツ,63,34,12,54,11.33,12,5,5,41.7,10,3.33,73,4,5,26,13.3,35,22,0,62.9
Men,2009_2010,603,Ｖ・チャレンジリーグ男子 2009/10   レギュラーラウンド,1/9/2010,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,280,0.458333333,0.504166667,0.045833333,-,西中野　健,大下　孝,松井　孝志,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,0,3,13,25,0.013888889,16,25,0.013888889,17,25,0.013888889,-,-,-,-,-,-,トヨタ自動車サンホークス,77,23,12,29.9,7.67,4,1,2,25,4,1.33,48,1,13,12,7.9,68,38,0,55.9
Men,2009_2010,604,Ｖ・チャレンジリーグ男子 2009/10   レギュラーラウンド,1/9/2010,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,510,0.541666667,0.584027778,0.042361111,-,田代　英明,戸川　太輔,加藤　光一,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,0,3,12,25,0.0125,13,25,0.0125,13,25,0.013194444,-,-,-,-,-,-,東京トヨペットグリーンスパークル,80,15,11,18.8,5,5,1,2,20,5,1.67,40,0,6,11,6.9,61,29,0,47.5
Men,2009_2010,604,Ｖ・チャレンジリーグ男子 2009/10   レギュラーラウンド,1/9/2010,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,510,0.541666667,0.584027778,0.042361111,-,田代　英明,戸川　太輔,加藤　光一,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,3,0,25,12,0.0125,25,13,0.0125,25,13,0.013194444,-,-,-,-,-,-,ジェイテクトSTINGS,78,43,6,55.1,14.33,12,7,2,58.3,6,2,73,5,10,29,16,34,23,0,67.6
Men,2009_2010,605,Ｖ・チャレンジリーグ男子 2009/10   レギュラーラウンド,1/9/2010,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,290,0.625,0.672222222,0.047222222,-,高野　淳志,岡谷　仁,姫野　真行,大同特殊鋼レッドスター,つくばユナイテッドSun GAIA,0,3,20,25,0.015277778,18,25,0.013888889,15,25,0.013888889,-,-,-,-,-,-,大同特殊鋼レッドスター,83,32,9,38.6,10.67,13,7,2,53.8,5,1.67,55,1,7,13,7.4,64,40,0,62.5
Men,2009_2010,605,Ｖ・チャレンジリーグ男子 2009/10   レギュラーラウンド,1/9/2010,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,290,0.625,0.672222222,0.047222222,-,高野　淳志,岡谷　仁,姫野　真行,大同特殊鋼レッドスター,つくばユナイテッドSun GAIA,3,0,25,20,0.015277778,25,18,0.013888889,25,15,0.013888889,-,-,-,-,-,-,つくばユナイテッドSun GAIA,88,49,4,55.7,16.33,15,6,0,40,5,1.67,73,0,8,24,8.2,48,34,0,70.8
