M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
MEN,2025_2026,330,大同生命SV.LEAGUE MEN_レギュラーシーズン_第1節_GAME1,2025/10/24,兵庫県,GLION ARENA KOBE,9133,19:10,21:28,2:18,酒出　修,戸川　太輔,桑原　健輔,VOLLEYSTATION,大阪ブルテオン,サントリーサンバーズ大阪,3,1,23,25,0:29,25,21,0:27,26,24,0:31,25,20,0:30,-,-,-,大阪ブルテオン,101,54,8,53.5,13.5,24,13,1,54.2,6,1.5,98,5,19,32,8.4,67,20,12,38.8
MEN,2025_2026,330,大同生命SV.LEAGUE MEN_レギュラーシーズン_第1節_GAME1,2025/10/24,兵庫県,GLION ARENA KOBE,9133,19:10,21:28,2:18,酒出　修,戸川　太輔,桑原　健輔,VOLLEYSTATION,大阪ブルテオン,サントリーサンバーズ大阪,3,1,23,25,0:29,25,21,0:27,26,24,0:31,25,20,0:30,-,-,-,サントリーサンバーズ大阪,114,54,9,47.4,13.5,33,17,5,51.5,6,1.5,91,2,24,33,4.7,79,25,17,42.4
MEN,2025_2026,331,大同生命SV.LEAGUE MEN_レギュラーシーズン_第1節_GAME1,2025/10/25,北海道,リクルートスタッフィング リック&スー旭川体育館,1736,13:05,15:17,2:12,石井　洋壮,村中　伸,佐藤　美里,VOLLEYSTATION,ヴォレアス北海道,ジェイテクトSTINGS愛知,3,1,25,23,0:28,18,25,0:23,27,25,0:30,25,21,0:30,-,-,-,ヴォレアス北海道,109,56,7,51.4,14,21,11,2,52.4,15,3.75,94,7,18,36,12.2,84,30,16,45.2
MEN,2025_2026,331,大同生命SV.LEAGUE MEN_レギュラーシーズン_第1節_GAME1,2025/10/25,北海道,リクルートスタッフィング リック&スー旭川体育館,1736,13:05,15:17,2:12,石井　洋壮,村中　伸,佐藤　美里,VOLLEYSTATION,ヴォレアス北海道,ジェイテクトSTINGS愛知,3,1,25,23,0:28,18,25,0:23,27,25,0:30,25,21,0:30,-,-,-,ジェイテクトSTINGS愛知,112,57,5,50.9,14.25,23,12,0,52.2,6,1.5,95,5,11,33,11.1,76,17,16,32.9
MEN,2025_2026,332,大同生命SV.LEAGUE MEN_レギュラーシーズン_第1節_GAME1,2025/10/25,長野県,エア・ウォーターアリーナ松本,2278,14:05,16:36,2:31,小林　朝実,浅井　唯由,菅原　潤,VOLLEYSTATION,VC長野トライデンツ,日本製鉄堺ブレイザーズ,3,1,25,22,0:28,25,18,0:30,21,25,0:37,25,23,0:35,-,-,-,VC長野トライデンツ,114,59,5,51.8,14.75,30,18,0,60,7,1.75,95,4,11,31,9.5,70,22,16,42.9
MEN,2025_2026,332,大同生命SV.LEAGUE MEN_レギュラーシーズン_第1節_GAME1,2025/10/25,長野県,エア・ウォーターアリーナ松本,2278,14:05,16:36,2:31,小林　朝実,浅井　唯由,菅原　潤,VOLLEYSTATION,VC長野トライデンツ,日本製鉄堺ブレイザーズ,3,1,25,22,0:28,25,18,0:30,21,25,0:37,25,23,0:35,-,-,-,日本製鉄堺ブレイザーズ,131,58,7,44.3,14.5,27,19,2,70.4,7,1.75,89,5,19,27,7.9,84,30,19,47
MEN,2025_2026,333,大同生命SV.LEAGUE MEN_レギュラーシーズン_第1節_GAME1,2025/10/25,静岡県,このはなアリーナ,3266,14:05,16:48,2:43,勝又　正,千代延　靖夫,新田　浩幸,VOLLEYSTATION,東レアローズ静岡,東京グレートベアーズ,2,3,24,26,0:30,25,27,0:34,25,22,0:29,25,21,0:27,13,15,0:19,東レアローズ静岡,133,67,5,50.4,13.4,36,17,2,47.2,7,1.4,113,4,22,38,7.1,90,32,19,46.1
MEN,2025_2026,333,大同生命SV.LEAGUE MEN_レギュラーシーズン_第1節_GAME1,2025/10/25,静岡県,このはなアリーナ,3266,14:05,16:48,2:43,勝又　正,千代延　靖夫,新田　浩幸,VOLLEYSTATION,東レアローズ静岡,東京グレートベアーズ,2,3,24,26,0:30,25,27,0:34,25,22,0:29,25,21,0:27,13,15,0:19,東京グレートベアーズ,132,63,12,47.7,12.6,30,19,3,63.3,13,2.6,110,6,20,33,8.4,91,24,25,40.1
MEN,2025_2026,334,大同生命SV.LEAGUE MEN_レギュラーシーズン_第1節_GAME1,2025/10/25,愛知県,エントリオ,3294,14:35,17:06,2:31,富田　満,木内　誠二,本間　明,VOLLEYSTATION,ウルフドッグス名古屋,広島サンダーズ,2,3,25,23,0:26,22,25,0:29,14,25,0:21,25,21,0:30,12,15,0:21,ウルフドッグス名古屋,115,57,9,49.6,11.4,31,17,2,54.8,7,1.4,99,1,21,48,7.8,83,20,26,39.8
MEN,2025_2026,334,大同生命SV.LEAGUE MEN_レギュラーシーズン_第1節_GAME1,2025/10/25,愛知県,エントリオ,3294,14:35,17:06,2:31,富田　満,木内　誠二,本間　明,VOLLEYSTATION,ウルフドッグス名古屋,広島サンダーズ,2,3,25,23,0:26,22,25,0:29,14,25,0:21,25,21,0:30,12,15,0:21,広島サンダーズ,108,56,8,51.9,11.2,18,8,3,44.4,13,2.6,108,8,25,29,8.3,78,10,19,25
MEN,2025_2026,335,大同生命SV.LEAGUE MEN_レギュラーシーズン_第1節_GAME2,2025/10/25,兵庫県,GLION ARENA KOBE,9378,19:05,21:05,2:00,酒出　修,森口　豊,江口　祐一郎,VOLLEYSTATION,大阪ブルテオン,サントリーサンバーズ大阪,1,3,15,25,0:20,15,25,0:20,25,20,0:26,25,27,0:33,-,-,-,大阪ブルテオン,113,52,8,46,13,12,3,3,25,2,0.5,81,3,20,21,4,83,25,13,38
MEN,2025_2026,335,大同生命SV.LEAGUE MEN_レギュラーシーズン_第1節_GAME2,2025/10/25,兵庫県,GLION ARENA KOBE,9378,19:05,21:05,2:00,酒出　修,森口　豊,江口　祐一郎,VOLLEYSTATION,大阪ブルテオン,サントリーサンバーズ大阪,1,3,15,25,0:20,15,25,0:20,25,20,0:26,25,27,0:33,-,-,-,サントリーサンバーズ大阪,96,53,7,55.2,13.25,24,13,2,54.2,11,2.75,96,4,13,41,11.5,61,22,15,48.4
