M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,3,2,26,28,0.020833333,21,25,0.017361111,25,23,0.017361111,25,10,0.014583333,15,10,0.009722222,健祥会レッドハーツ,189,70,7,37,14,1,1,0,100,8,1.6,111,5,7,39,12.6,87,56,0,64.4
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,2,3,28,26,0.020833333,25,21,0.017361111,23,25,0.017361111,10,25,0.014583333,10,15,0.009722222,GSS東京サンビームズ,184,66,17,35.9,13.2,14,3,5,21.4,8,1.6,96,2,7,31,10.2,103,60,0,58.3
Women,2008_2009,902,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,210,0.460416667,0.5125,0.052083333,-,城　智人,石川　美帆,栗田　香,PFUブルーキャッツ石川かほく,フォレストリーヴズ熊本,3,0,27,25,0.01875,25,19,0.014583333,25,14,0.014583333,-,-,-,-,-,-,PFUブルーキャッツ石川かほく,103,50,13,48.5,16.67,1,0,0,0,5,1.67,75,4,14,19,10.9,52,38,0,73.1
Women,2008_2009,902,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,210,0.460416667,0.5125,0.052083333,-,城　智人,石川　美帆,栗田　香,PFUブルーキャッツ石川かほく,フォレストリーヴズ熊本,0,3,25,27,0.01875,19,25,0.014583333,14,25,0.014583333,-,-,-,-,-,-,フォレストリーヴズ熊本,85,26,6,30.6,8.67,0,0,0,-,5,1.67,60,0,8,14,5.8,60,38,0,63.3
Women,2008_2009,903,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,400,0.579861111,0.638888889,0.059027778,-,北村　友香,河瀬　浩明,古澤　博丈,埼玉上尾メディックス,KUROBEアクアフェアリーズ,0,3,20,25,0.015972222,21,25,0.017361111,26,28,0.021527778,-,-,-,-,-,-,埼玉上尾メディックス,107,40,6,37.4,13.33,5,2,1,40,12,4,68,2,13,12,7.1,70,34,0,48.6
Women,2008_2009,903,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,400,0.579861111,0.638888889,0.059027778,-,北村　友香,河瀬　浩明,古澤　博丈,埼玉上尾メディックス,KUROBEアクアフェアリーズ,3,0,25,20,0.015972222,25,21,0.017361111,28,26,0.021527778,-,-,-,-,-,-,KUROBEアクアフェアリーズ,110,46,5,41.8,15.33,3,3,0,100,5,1.67,77,4,7,32,14.5,54,41,0,75.9
Women,2008_2009,904,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,460,0.548611111,0.602083333,0.053472222,-,戸川　太輔,油谷　秀和,石河　秀彦,柏エンゼルクロス,三洋電機レッドソア,0,3,12,25,0.013194444,21,25,0.017361111,25,27,0.01875,-,-,-,-,-,-,柏エンゼルクロス,121,35,12,28.9,11.67,2,0,1,0,5,1.67,60,3,4,16,10.7,70,37,0,52.9
Women,2008_2009,904,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,460,0.548611111,0.602083333,0.053472222,-,戸川　太輔,油谷　秀和,石河　秀彦,柏エンゼルクロス,三洋電機レッドソア,3,0,25,12,0.013194444,25,21,0.017361111,27,25,0.01875,-,-,-,-,-,-,三洋電機レッドソア,115,44,9,38.3,14.67,5,0,1,0,11,3.67,75,1,5,32,11.7,56,37,0,66.1
Women,2008_2009,905,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,980,0.670138889,0.757638889,0.0875,-,田代　英明,舘　健一,石河　,四国Eighty8Queen,大野石油広島オイラーズ,2,3,17,25,0.015972222,25,20,0.016666667,26,28,0.019444444,25,21,0.015972222,14,16,0.011111111,四国Eighty8Queen,198,64,14,32.3,12.8,6,3,0,50,14,2.8,107,1,7,37,9.4,99,62,0,62.6
Women,2008_2009,905,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,980,0.670138889,0.757638889,0.0875,-,田代　英明,舘　健一,石河　,四国Eighty8Queen,大野石油広島オイラーズ,3,2,25,17,0.015972222,20,25,0.016666667,28,26,0.019444444,21,25,0.015972222,16,14,0.011111111,大野石油広島オイラーズ,192,65,11,33.9,13,1,0,0,0,14,2.8,109,5,10,32,11,100,62,0,62
