M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,N,L,Name,出場セット,出場セット1,出場セット2,出場セット3,出場セット4,出場セット5,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,3,2,26,28,0.020833333,21,25,0.017361111,25,23,0.017361111,25,10,0.014583333,15,10,0.009722222,健祥会レッドハーツ,1,-,谷口 由美恵(C),5,■,■,■,■,■,40,15,0,37.5,3,0,0,0,-,2,0.4,16,1,2,6,14.4,9,7,0,77.8
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,3,2,26,28,0.020833333,21,25,0.017361111,25,23,0.017361111,25,10,0.014583333,15,10,0.009722222,健祥会レッドハーツ,2,-,城戸 浩子,5,■,■,■,■,■,29,15,0,51.7,3,1,1,0,100,1,0.2,11,0,2,3,6.8,21,14,0,66.7
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,3,2,26,28,0.020833333,21,25,0.017361111,25,23,0.017361111,25,10,0.014583333,15,10,0.009722222,健祥会レッドハーツ,4,-,岩本 理恵,3,■,■,-,□,-,13,6,1,46.2,2,0,0,0,-,0,-,5,0,0,4,20,7,4,0,57.1
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,3,2,26,28,0.020833333,21,25,0.017361111,25,23,0.017361111,25,10,0.014583333,15,10,0.009722222,健祥会レッドハーツ,5,-,三崎 栄子,5,□,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,12,1,0,5,17.1,0,0,0,-
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,3,2,26,28,0.020833333,21,25,0.017361111,25,23,0.017361111,25,10,0.014583333,15,10,0.009722222,健祥会レッドハーツ,6,-,萩生田 弘美,5,■,■,■,■,■,4,2,0,50,0.4,0,0,0,-,0,-,21,2,0,5,14.5,0,0,0,-
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,3,2,26,28,0.020833333,21,25,0.017361111,25,23,0.017361111,25,10,0.014583333,15,10,0.009722222,健祥会レッドハーツ,7,-,田巻 由貴子,5,■,■,■,■,■,33,9,0,27.3,1.8,0,0,0,-,3,0.6,20,0,2,5,6.2,0,0,0,-
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,3,2,26,28,0.020833333,21,25,0.017361111,25,23,0.017361111,25,10,0.014583333,15,10,0.009722222,健祥会レッドハーツ,8,L,北島 愛,0,-,-,-,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,3,2,26,28,0.020833333,21,25,0.017361111,25,23,0.017361111,25,10,0.014583333,15,10,0.009722222,健祥会レッドハーツ,10,-,高橋 めぐみ,5,■,■,■,■,■,41,15,3,36.6,3,0,0,0,-,2,0.4,10,1,0,4,18,0,0,0,-
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,3,2,26,28,0.020833333,21,25,0.017361111,25,23,0.017361111,25,10,0.014583333,15,10,0.009722222,健祥会レッドハーツ,12,-,長野 友紀,4,-,□,■,■,■,29,8,3,27.6,2,0,0,0,-,0,-,16,0,1,7,10.9,10,10,0,100
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,3,2,26,28,0.020833333,21,25,0.017361111,25,23,0.017361111,25,10,0.014583333,15,10,0.009722222,健祥会レッドハーツ,13,L,酒井 優希,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,40,21,0,52.5
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,3,2,26,28,0.020833333,21,25,0.017361111,25,23,0.017361111,25,10,0.014583333,15,10,0.009722222,健祥会レッドハーツ,14,-,福原 智美,0,-,-,-,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,3,2,26,28,0.020833333,21,25,0.017361111,25,23,0.017361111,25,10,0.014583333,15,10,0.009722222,健祥会レッドハーツ,15,-,園田 亜希,0,-,-,-,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,2,3,28,26,0.020833333,25,21,0.017361111,23,25,0.017361111,10,25,0.014583333,10,15,0.009722222,GSS東京サンビームズ,1,-,竹村 由紀子(C),5,■,■,■,■,■,25,9,2,36,1.8,1,0,0,0,0,-,8,0,1,1,3.1,25,15,0,60
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,2,3,28,26,0.020833333,25,21,0.017361111,23,25,0.017361111,10,25,0.014583333,10,15,0.009722222,GSS東京サンビームズ,2,-,宮川 紗麻亜,5,■,■,■,■,■,62,25,6,40.3,5,11,3,3,27.3,2,0.4,15,0,1,7,11.7,17,12,0,70.6
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,2,3,28,26,0.020833333,25,21,0.017361111,23,25,0.017361111,10,25,0.014583333,10,15,0.009722222,GSS東京サンビームズ,3,-,蓮沼 聡子,5,■,■,■,■,■,57,17,4,29.8,3.4,0,0,0,-,1,0.2,20,0,1,7,8.8,15,7,0,46.7
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,2,3,28,26,0.020833333,25,21,0.017361111,23,25,0.017361111,10,25,0.014583333,10,15,0.009722222,GSS東京サンビームズ,4,-,桐井 海千子,5,■,■,■,■,■,4,1,0,25,0.2,0,0,0,-,0,-,15,0,0,8,13.3,0,0,0,-
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,2,3,28,26,0.020833333,25,21,0.017361111,23,25,0.017361111,10,25,0.014583333,10,15,0.009722222,GSS東京サンビームズ,5,-,長谷川 理加,1,-,-,-,-,□,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,2,3,28,26,0.020833333,25,21,0.017361111,23,25,0.017361111,10,25,0.014583333,10,15,0.009722222,GSS東京サンビームズ,6,-,清水 智子,5,■,■,■,■,■,15,7,2,46.7,1.4,0,0,0,-,2,0.4,17,0,3,4,5.9,3,2,0,66.7
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,2,3,28,26,0.020833333,25,21,0.017361111,23,25,0.017361111,10,25,0.014583333,10,15,0.009722222,GSS東京サンビームズ,7,L,村木 満由子,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,30,18,0,60
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,2,3,28,26,0.020833333,25,21,0.017361111,23,25,0.017361111,10,25,0.014583333,10,15,0.009722222,GSS東京サンビームズ,8,-,黄 秀京,5,■,■,■,■,■,20,7,2,35,1.4,1,0,1,0,3,0.6,12,2,1,2,20.8,2,0,0,0
Women,2008_2009,901,Ｖ・チャレンジリーグ女子 2008/09   レギュラーラウンド,1/10/2009,-,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,370,0.458333333,0.546527778,0.088194444,-,大下　孝,舘　健一,古澤　博丈,健祥会レッドハーツ,GSS東京サンビームズ,2,3,28,26,0.020833333,25,21,0.017361111,23,25,0.017361111,10,25,0.014583333,10,15,0.009722222,GSS東京サンビームズ,9,-,大田原 真美,5,□,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,6,0,0,2,8.3,9,4,0,44.4
