M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Men,2010_2011,701,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/8/2011,-,ジェイテクト体育館,120,0.541666667,0.614583333,0.072916667,-,戸川　太輔,岡谷　仁,田中　栄二,東京ヴェルディ,兵庫デルフィーノ,3,1,25,17,0.014583333,25,22,0.018055556,25,27,0.019444444,25,17,0.014583333,-,-,-,東京ヴェルディ,115,61,5,53,15.25,19,10,2,52.6,10,2.5,99,0,12,22,5.6,70,40,0,57.1
Men,2010_2011,701,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/8/2011,-,ジェイテクト体育館,120,0.541666667,0.614583333,0.072916667,-,戸川　太輔,岡谷　仁,田中　栄二,東京ヴェルディ,兵庫デルフィーノ,1,3,17,25,0.014583333,22,25,0.018055556,27,25,0.019444444,17,25,0.014583333,-,-,-,兵庫デルフィーノ,131,52,11,39.7,13,17,3,1,17.6,6,1.5,84,5,12,27,13.3,87,65,0,74.7
Men,2010_2011,702,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/8/2011,-,ジェイテクト体育館,330,0.649305556,0.720138889,0.070833333,-,浅井　唯由,大下　孝,松井　孝志,つくばユナイテッドSun GAIA,ジェイテクトSTINGS,1,3,22,25,0.016666667,20,25,0.015972222,25,23,0.017361111,19,25,0.014583333,-,-,0,つくばユナイテッドSun GAIA,113,47,12,41.6,11.75,25,12,1,48,11,2.75,87,4,20,26,11.4,79,44,0,55.7
Men,2010_2011,702,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/8/2011,-,ジェイテクト体育館,330,0.649305556,0.720138889,0.070833333,-,浅井　唯由,大下　孝,松井　孝志,つくばユナイテッドSun GAIA,ジェイテクトSTINGS,3,1,25,22,0.016666667,25,20,0.015972222,23,25,0.017361111,25,19,0.014583333,-,-,0,ジェイテクトSTINGS,110,47,8,42.7,11.75,20,8,2,40,8,2,97,8,15,30,14.9,66,37,0,56.1
Men,2010_2011,703,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/8/2011,-,近畿大学記念会館,185,0.458333333,0.514583333,0.05625,-,大塚　春夫,建井　敬,永江　雅之,警視庁フォートファイターズ,富士通カワサキレッドスピリッツ,0,3,23,25,0.017361111,20,25,0.017361111,19,25,0.017361111,-,-,-,-,-,-,警視庁フォートファイターズ,84,30,5,35.7,10,13,4,2,30.8,10,3.33,64,2,5,14,8.3,65,38,0,58.5
Men,2010_2011,703,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/8/2011,-,近畿大学記念会館,185,0.458333333,0.514583333,0.05625,-,大塚　春夫,建井　敬,永江　雅之,警視庁フォートファイターズ,富士通カワサキレッドスピリッツ,3,0,25,23,0.017361111,25,20,0.017361111,25,19,0.017361111,-,-,-,-,-,-,富士通カワサキレッドスピリッツ,107,46,11,43,15.33,15,4,6,26.7,11,3.67,73,4,6,25,13.5,58,43,0,74.1
Men,2010_2011,704,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/8/2011,-,近畿大学記念会館,210,0.541666667,0.589583333,0.047916667,-,浅見　靖人,新道　哲郎,越村　弘,近畿クラブスフィーダ,東京トヨペットグリーンスパークル,3,0,25,18,0.013194444,25,17,0.014583333,25,19,0.015972222,-,-,-,-,-,-,近畿クラブスフィーダ,92,44,6,47.8,14.67,5,0,1,0,9,3,73,5,5,21,12.9,53,40,0,75.5
Men,2010_2011,704,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/8/2011,-,近畿大学記念会館,210,0.541666667,0.589583333,0.047916667,-,浅見　靖人,新道　哲郎,越村　弘,近畿クラブスフィーダ,東京トヨペットグリーンスパークル,0,3,18,25,0.013194444,17,25,0.014583333,19,25,0.015972222,-,-,-,-,-,-,東京トヨペットグリーンスパークル,95,33,12,34.7,11,5,1,3,20,4,1.33,56,1,2,13,7.6,67,42,0,62.7
Men,2010_2011,705,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/8/2011,-,近畿大学記念会館,225,0.625,0.678472222,0.053472222,-,佐々木　伸子,吉岡　奈々,宮階　和世,トヨタ自動車サンホークス,きんでんトリニティーブリッツ,3,0,25,19,0.017361111,25,22,0.016666667,25,19,0.015277778,-,-,-,-,-,-,トヨタ自動車サンホークス,99,36,8,36.4,12,19,8,0,42.1,11,3.67,74,6,12,21,13.6,55,42,0,76.4
Men,2010_2011,705,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/8/2011,-,近畿大学記念会館,225,0.625,0.678472222,0.053472222,-,佐々木　伸子,吉岡　奈々,宮階　和世,トヨタ自動車サンホークス,きんでんトリニティーブリッツ,0,3,19,25,0.017361111,22,25,0.016666667,19,25,0.015277778,-,-,-,-,-,-,きんでんトリニティーブリッツ,95,29,14,30.5,9.67,6,2,1,33.3,7,2.33,61,1,5,13,7,62,35,0,56.5
Men,2010_2011,706,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/9/2011,-,ジェイテクト体育館,130,0.5,0.584722222,0.084722222,-,戸川　太輔,大下　孝,田中　栄二,東京ヴェルディ,つくばユナイテッドSun GAIA,2,3,25,21,0.015972222,25,21,0.016666667,22,25,0.018055556,17,25,0.014583333,15,17,0.011111111,東京ヴェルディ,125,64,9,51.2,12.8,28,14,2,50,8,1.6,104,3,9,27,9,88,35,0,39.8
Men,2010_2011,706,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/9/2011,-,ジェイテクト体育館,130,0.5,0.584722222,0.084722222,-,戸川　太輔,大下　孝,田中　栄二,東京ヴェルディ,つくばユナイテッドSun GAIA,3,2,21,25,0.015972222,21,25,0.016666667,25,22,0.018055556,25,17,0.014583333,17,15,0.011111111,つくばユナイテッドSun GAIA,129,75,6,58.1,15,17,8,1,47.1,12,2.4,108,2,19,52,13.7,94,65,0,69.1
Men,2010_2011,707,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/9/2011,-,ジェイテクト体育館,270,0.618055556,0.669444444,0.051388889,-,浅井　唯由,岡谷　仁,松井　孝志,兵庫デルフィーノ,ジェイテクトSTINGS,0,3,18,25,0.014583333,20,25,0.015972222,22,25,0.016666667,-,-,-,-,-,-,兵庫デルフィーノ,84,39,8,46.4,13,15,7,3,46.7,0,0,61,1,12,22,10.7,60,37,0,61.7
Men,2010_2011,707,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/9/2011,-,ジェイテクト体育館,270,0.618055556,0.669444444,0.051388889,-,浅井　唯由,岡谷　仁,松井　孝志,兵庫デルフィーノ,ジェイテクトSTINGS,3,0,25,18,0.014583333,25,20,0.015972222,25,22,0.016666667,-,-,-,-,-,-,ジェイテクトSTINGS,72,41,7,56.9,13.67,8,3,3,37.5,9,3,74,3,13,21,10.6,48,26,0,54.2
Men,2010_2011,708,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/9/2011,-,近畿大学記念会館,155,0.458333333,0.527777778,0.069444444,-,大塚　春夫,吉岡　奈々,中村　滉伊知,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,3,1,25,17,0.015277778,25,19,0.015972222,21,25,0.016666667,25,19,0.015277778,-,-,-,富士通カワサキレッドスピリッツ,101,53,13,52.5,13.25,7,2,2,28.6,9,2.25,95,4,13,21,9.1,61,39,0,63.9
Men,2010_2011,708,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/9/2011,-,近畿大学記念会館,155,0.458333333,0.527777778,0.069444444,-,大塚　春夫,吉岡　奈々,中村　滉伊知,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,1,3,17,25,0.015277778,19,25,0.015972222,25,21,0.016666667,19,25,0.015277778,-,-,-,トヨタ自動車サンホークス,106,37,9,34.9,9.25,22,11,4,50,7,1.75,81,6,17,19,12.5,81,57,0,70.4
Men,2010_2011,709,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/9/2011,-,近畿大学記念会館,205,0.552083333,0.604861111,0.052777778,-,佐々木　伸子,佐伯　昌昭,和佐田　信行,大同特殊鋼レッドスター,東京トヨペットグリーンスパークル,3,0,25,19,0.016666667,25,18,0.016666667,25,19,0.015277778,-,-,-,-,-,-,大同特殊鋼レッドスター,83,45,6,54.2,15,6,5,0,83.3,10,3.33,73,7,10,20,15.3,49,28,0,57.1
Men,2010_2011,709,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/9/2011,-,近畿大学記念会館,205,0.552083333,0.604861111,0.052777778,-,佐々木　伸子,佐伯　昌昭,和佐田　信行,大同特殊鋼レッドスター,東京トヨペットグリーンスパークル,0,3,19,25,0.016666667,18,25,0.016666667,19,25,0.015277778,-,-,-,-,-,-,東京トヨペットグリーンスパークル,87,29,4,33.3,9.67,3,0,0,0,4,1.33,57,4,7,18,13.9,60,36,0,60
Men,2010_2011,710,Ｖ・チャレンジリーグ男子 2010/11   レギュラーラウンド,1/9/2011,-,近畿大学記念会館,260,0.628472222,0.681944444,0.053472222,-,浅見　靖人,建井　敬,永江　雅之,きんでんトリニティーブリッツ,近畿クラブスフィーダ,0,3,21,25,0.015277778,25,27,0.019444444,18,25,0.014583333,-,-,-,-,-,-,きんでんトリニティーブリッツ,105,42,9,40,14,6,2,1,33.3,6,2,65,3,5,18,10.6,69,43,0,62.3
