M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,N,L,Name,出場セット,出場セット1,出場セット2,出場セット3,出場セット4,出場セット5,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Women,2011_2012,801,Ｖ・チャレンジリーグ女子 2011/12   レギュラーラウンド,12/10/2011,-,多賀城市総合体育館,980,0.541666667,0.592361111,0.050694444,-,佐々木　功,早坂　行博,渡部　隆一,三洋電機レッドソア,健祥会レッドハーツ,3,0,25,23,0.018055556,25,14,0.0125,25,19,0.015972222,-,-,0,-,-,-,三洋電機レッドソア,2,-,渡邊 彩,3,■,■,■,-,-,15,10,1,66.7,3.33,0,0,0,-,4,1.33,11,1,0,4,16.4,0,0,0,-
Women,2011_2012,801,Ｖ・チャレンジリーグ女子 2011/12   レギュラーラウンド,12/10/2011,-,多賀城市総合体育館,980,0.541666667,0.592361111,0.050694444,-,佐々木　功,早坂　行博,渡部　隆一,三洋電機レッドソア,健祥会レッドハーツ,3,0,25,23,0.018055556,25,14,0.0125,25,19,0.015972222,-,-,0,-,-,-,三洋電機レッドソア,3,-,佐々木 侑(C),3,■,■,■,-,-,20,7,1,35,2.33,2,1,0,50,1,0.33,8,0,1,4,12.5,5,1,0,20
Women,2011_2012,801,Ｖ・チャレンジリーグ女子 2011/12   レギュラーラウンド,12/10/2011,-,多賀城市総合体育館,980,0.541666667,0.592361111,0.050694444,-,佐々木　功,早坂　行博,渡部　隆一,三洋電機レッドソア,健祥会レッドハーツ,3,0,25,23,0.018055556,25,14,0.0125,25,19,0.015972222,-,-,0,-,-,-,三洋電機レッドソア,4,-,天野 ゆかり,2,□,-,□,-,-,5,1,0,20,0.5,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0
Women,2011_2012,801,Ｖ・チャレンジリーグ女子 2011/12   レギュラーラウンド,12/10/2011,-,多賀城市総合体育館,980,0.541666667,0.592361111,0.050694444,-,佐々木　功,早坂　行博,渡部　隆一,三洋電機レッドソア,健祥会レッドハーツ,3,0,25,23,0.018055556,25,14,0.0125,25,19,0.015972222,-,-,0,-,-,-,三洋電機レッドソア,6,-,佐々木 萌,3,■,■,■,-,-,39,15,4,38.5,5,11,5,3,45.5,0,-,12,0,0,4,8.3,14,11,0,78.6
Women,2011_2012,801,Ｖ・チャレンジリーグ女子 2011/12   レギュラーラウンド,12/10/2011,-,多賀城市総合体育館,980,0.541666667,0.592361111,0.050694444,-,佐々木　功,早坂　行博,渡部　隆一,三洋電機レッドソア,健祥会レッドハーツ,3,0,25,23,0.018055556,25,14,0.0125,25,19,0.015972222,-,-,0,-,-,-,三洋電機レッドソア,9,-,寺沢 美香,3,■,■,■,-,-,12,6,0,50,2,0,0,0,-,2,0.67,14,3,0,5,27.5,0,0,0,-
Women,2011_2012,801,Ｖ・チャレンジリーグ女子 2011/12   レギュラーラウンド,12/10/2011,-,多賀城市総合体育館,980,0.541666667,0.592361111,0.050694444,-,佐々木　功,早坂　行博,渡部　隆一,三洋電機レッドソア,健祥会レッドハーツ,3,0,25,23,0.018055556,25,14,0.0125,25,19,0.015972222,-,-,0,-,-,-,三洋電機レッドソア,10,-,北上 夏希,3,■,■,■,-,-,19,7,0,36.8,2.33,7,3,0,42.9,1,0.33,11,1,1,4,16.4,29,14,0,48.3
Women,2011_2012,801,Ｖ・チャレンジリーグ女子 2011/12   レギュラーラウンド,12/10/2011,-,多賀城市総合体育館,980,0.541666667,0.592361111,0.050694444,-,佐々木　功,早坂　行博,渡部　隆一,三洋電機レッドソア,健祥会レッドハーツ,3,0,25,23,0.018055556,25,14,0.0125,25,19,0.015972222,-,-,0,-,-,-,三洋電機レッドソア,13,-,酢田 眞実,0,-,-,-,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
Women,2011_2012,801,Ｖ・チャレンジリーグ女子 2011/12   レギュラーラウンド,12/10/2011,-,多賀城市総合体育館,980,0.541666667,0.592361111,0.050694444,-,佐々木　功,早坂　行博,渡部　隆一,三洋電機レッドソア,健祥会レッドハーツ,3,0,25,23,0.018055556,25,14,0.0125,25,19,0.015972222,-,-,0,-,-,-,三洋電機レッドソア,15,L,横江 千秋,3,●,●,●,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,6,6,0,100
Women,2011_2012,801,Ｖ・チャレンジリーグ女子 2011/12   レギュラーラウンド,12/10/2011,-,多賀城市総合体育館,980,0.541666667,0.592361111,0.050694444,-,佐々木　功,早坂　行博,渡部　隆一,三洋電機レッドソア,健祥会レッドハーツ,3,0,25,23,0.018055556,25,14,0.0125,25,19,0.015972222,-,-,0,-,-,-,三洋電機レッドソア,16,-,松野 由香,3,■,■,■,-,-,1,0,0,0,-,0,0,0,-,2,0.67,18,2,2,6,19.4,0,0,0,-
Women,2011_2012,801,Ｖ・チャレンジリーグ女子 2011/12   レギュラーラウンド,12/10/2011,-,多賀城市総合体育館,980,0.541666667,0.592361111,0.050694444,-,佐々木　功,早坂　行博,渡部　隆一,三洋電機レッドソア,健祥会レッドハーツ,3,0,25,23,0.018055556,25,14,0.0125,25,19,0.015972222,-,-,0,-,-,-,三洋電機レッドソア,17,-,新城 友美,0,-,-,-,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
