M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,N,L,Name,出場セット,出場セット1,出場セット2,出場セット3,出場セット4,出場セット5,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Men,2011_2012,701,Ｖ・チャレンジリーグ男子 2011/12   レギュラーラウンド,12/10/2011,-,ジェイテクト体育館,350,0.541666667,0.584722222,0.043055556,-,加藤　孝仁,柘植　知則,鷲野　由梨子,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,0,3,12,25,-,11,25,-,11,25,-,-,-,-,-,-,-,東京トヨペットグリーンスパークル,1,-,伊藤 優介(C),3,■,■,■,-,-,15,9,1,60,3,4,2,1,50,0,-,6,0,0,0,0,7,3,0,42.9
Men,2011_2012,701,Ｖ・チャレンジリーグ男子 2011/12   レギュラーラウンド,12/10/2011,-,ジェイテクト体育館,350,0.541666667,0.584722222,0.043055556,-,加藤　孝仁,柘植　知則,鷲野　由梨子,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,0,3,12,25,-,11,25,-,11,25,-,-,-,-,-,-,-,東京トヨペットグリーンスパークル,2,L,早川 紘司,3,●,●,●,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,22,10,0,45.5
Men,2011_2012,701,Ｖ・チャレンジリーグ男子 2011/12   レギュラーラウンド,12/10/2011,-,ジェイテクト体育館,350,0.541666667,0.584722222,0.043055556,-,加藤　孝仁,柘植　知則,鷲野　由梨子,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,0,3,12,25,-,11,25,-,11,25,-,-,-,-,-,-,-,東京トヨペットグリーンスパークル,3,-,馬場 裕峰,3,■,■,■,-,-,15,6,2,40,2,2,0,0,0,0,-,6,0,1,1,4.2,14,9,0,64.3
Men,2011_2012,701,Ｖ・チャレンジリーグ男子 2011/12   レギュラーラウンド,12/10/2011,-,ジェイテクト体育館,350,0.541666667,0.584722222,0.043055556,-,加藤　孝仁,柘植　知則,鷲野　由梨子,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,0,3,12,25,-,11,25,-,11,25,-,-,-,-,-,-,-,東京トヨペットグリーンスパークル,4,L,中沢 敏浩,0,-,-,-,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
Men,2011_2012,701,Ｖ・チャレンジリーグ男子 2011/12   レギュラーラウンド,12/10/2011,-,ジェイテクト体育館,350,0.541666667,0.584722222,0.043055556,-,加藤　孝仁,柘植　知則,鷲野　由梨子,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,0,3,12,25,-,11,25,-,11,25,-,-,-,-,-,-,-,東京トヨペットグリーンスパークル,5,-,浅見 冬樹,3,■,■,■,-,-,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,0,0,0,0,-
Men,2011_2012,701,Ｖ・チャレンジリーグ男子 2011/12   レギュラーラウンド,12/10/2011,-,ジェイテクト体育館,350,0.541666667,0.584722222,0.043055556,-,加藤　孝仁,柘植　知則,鷲野　由梨子,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,0,3,12,25,-,11,25,-,11,25,-,-,-,-,-,-,-,東京トヨペットグリーンスパークル,6,-,大貫 智博,1,-,□,-,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
Men,2011_2012,701,Ｖ・チャレンジリーグ男子 2011/12   レギュラーラウンド,12/10/2011,-,ジェイテクト体育館,350,0.541666667,0.584722222,0.043055556,-,加藤　孝仁,柘植　知則,鷲野　由梨子,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,0,3,12,25,-,11,25,-,11,25,-,-,-,-,-,-,-,東京トヨペットグリーンスパークル,8,-,西片 圭佑,3,□,□,□,-,-,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,0,0,0,0,-
Men,2011_2012,701,Ｖ・チャレンジリーグ男子 2011/12   レギュラーラウンド,12/10/2011,-,ジェイテクト体育館,350,0.541666667,0.584722222,0.043055556,-,加藤　孝仁,柘植　知則,鷲野　由梨子,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,0,3,12,25,-,11,25,-,11,25,-,-,-,-,-,-,-,東京トヨペットグリーンスパークル,9,-,田中 淳一,1,□,-,-,-,-,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0,0,0,0,-
Men,2011_2012,701,Ｖ・チャレンジリーグ男子 2011/12   レギュラーラウンド,12/10/2011,-,ジェイテクト体育館,350,0.541666667,0.584722222,0.043055556,-,加藤　孝仁,柘植　知則,鷲野　由梨子,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,0,3,12,25,-,11,25,-,11,25,-,-,-,-,-,-,-,東京トヨペットグリーンスパークル,10,-,池田 正一,0,-,-,-,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
Men,2011_2012,701,Ｖ・チャレンジリーグ男子 2011/12   レギュラーラウンド,12/10/2011,-,ジェイテクト体育館,350,0.541666667,0.584722222,0.043055556,-,加藤　孝仁,柘植　知則,鷲野　由梨子,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,0,3,12,25,-,11,25,-,11,25,-,-,-,-,-,-,-,東京トヨペットグリーンスパークル,11,-,松枝 寿明,0,-,-,-,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
