M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Men,2006_2007,301,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/13/2007,-,大同特殊鋼体育館,350,0.542361111,0.5875,0.045138889,-,柘植　知則,首藤　隆宏,田中　栄二,ジェイテクトSTINGS,トヨタ自動車サンホークス,3,0,25,16,0.013194444,25,13,0.013194444,25,23,0.014583333,-,-,-,-,-,-,ジェイテクトSTINGS,73,30,10,41.1,10,5,2,1,40,17,5.67,73,1,8,24,9.3,42,28,0,66.7
Men,2006_2007,301,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/13/2007,-,大同特殊鋼体育館,350,0.542361111,0.5875,0.045138889,-,柘植　知則,首藤　隆宏,田中　栄二,ジェイテクトSTINGS,トヨタ自動車サンホークス,0,3,16,25,0.013194444,13,25,0.013194444,23,25,0.014583333,-,-,-,-,-,-,トヨタ自動車サンホークス,99,27,13,27.3,9,19,4,3,21.1,3,1,54,1,12,13,7.5,65,40,0,61.5
Men,2006_2007,302,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/13/2007,-,大同特殊鋼体育館,380,0.625,0.695833333,0.070833333,-,大塚　春夫,岡谷　仁,岡田　三千雄,つくばユナイテッドSun GAIA,大同特殊鋼レッドスター,3,1,23,25,0.017361111,25,19,0.015277778,25,23,0.017361111,25,23,0.014583333,-,-,-,つくばユナイテッドSun GAIA,124,52,12,41.9,13,32,14,2,43.8,16,4,96,2,16,16,6.2,73,48,0,65.8
Men,2006_2007,302,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/13/2007,-,大同特殊鋼体育館,380,0.625,0.695833333,0.070833333,-,大塚　春夫,岡谷　仁,岡田　三千雄,つくばユナイテッドSun GAIA,大同特殊鋼レッドスター,1,3,25,23,0.017361111,19,25,0.015277778,23,25,0.017361111,23,25,0.014583333,-,-,-,大同特殊鋼レッドスター,121,52,9,43,13,17,3,2,17.6,5,1.25,91,3,16,24,9.7,78,62,0,79.5
Men,2006_2007,303,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/13/2007,-,高森町民体育館,950,0.583333333,0.635416667,0.052083333,-,浅見　靖人,小林　尚人,嶋田　和明,FC東京,富士通カワサキレッドスピリッツ,3,0,25,23,0.016666667,25,19,0.014583333,25,21,0.016666667,-,-,-,-,-,-,FC東京,95,47,4,49.5,15.67,9,4,1,44.4,13,4.33,74,1,12,18,7.2,61,50,0,82
Men,2006_2007,303,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/13/2007,-,高森町民体育館,950,0.583333333,0.635416667,0.052083333,-,浅見　靖人,小林　尚人,嶋田　和明,FC東京,富士通カワサキレッドスピリッツ,0,3,23,25,0.016666667,19,25,0.014583333,21,25,0.016666667,-,-,-,-,-,-,富士通カワサキレッドスピリッツ,93,35,9,37.6,11.67,17,4,2,23.5,11,3.67,64,0,3,11,4.3,62,43,0,69.4
Men,2006_2007,304,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/13/2007,-,高森町民体育館,900,0.657638889,0.707638889,0.05,-,中島　俊昌,鏡味　照明,内藤　義人,近畿クラブスフィーダ,東京ヴェルディ,0,3,10,25,0.013194444,19,25,0.015277778,22,25,0.017361111,-,-,-,-,-,-,近畿クラブスフィーダ,75,24,10,32,8,13,6,2,46.2,5,1.67,53,2,8,15,10.1,60,27,0,45
Men,2006_2007,304,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/13/2007,-,高森町民体育館,900,0.657638889,0.707638889,0.05,-,中島　俊昌,鏡味　照明,内藤　義人,近畿クラブスフィーダ,東京ヴェルディ,3,0,25,10,0.013194444,25,19,0.015277778,25,22,0.017361111,-,-,-,-,-,-,東京ヴェルディ,69,39,6,56.5,13,15,8,2,53.3,9,3,74,7,10,29,18.2,45,28,0,62.2
Men,2006_2007,305,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/14/2007,-,大同特殊鋼体育館,120,0.458333333,0.529166667,0.070833333,-,大塚　春夫,田畑　安史,田中　栄二,警視庁フォートファイターズ,トヨタ自動車サンホークス,3,1,25,18,0.013888889,25,23,0.017361111,30,32,0.019444444,25,18,0.013888889,-,-,-,警視庁フォートファイターズ,115,57,8,49.6,14.25,13,5,2,38.5,13,3.25,104,4,6,29,10,80,47,0,58.8
Men,2006_2007,305,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/14/2007,-,大同特殊鋼体育館,120,0.458333333,0.529166667,0.070833333,-,大塚　春夫,田畑　安史,田中　栄二,警視庁フォートファイターズ,トヨタ自動車サンホークス,1,3,18,25,0.013888889,23,25,0.017361111,32,30,0.019444444,18,25,0.013888889,-,-,-,トヨタ自動車サンホークス,142,63,19,44.4,15.75,17,8,2,47.1,7,1.75,92,4,9,32,12.8,98,65,0,66.3
Men,2006_2007,306,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/14/2007,-,大同特殊鋼体育館,325,0.5625,0.615972222,0.053472222,-,柘植　知則,黒田　伸浩,岡田　三千雄,ジェイテクトSTINGS,大同特殊鋼レッドスター,3,0,29,27,0.01875,25,22,0.015972222,25,17,0.014583333,-,-,-,-,-,-,ジェイテクトSTINGS,81,40,9,49.4,13.33,8,5,1,62.5,4,1.33,77,2,4,19,8.8,54,30,0,55.6
Men,2006_2007,306,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/14/2007,-,大同特殊鋼体育館,325,0.5625,0.615972222,0.053472222,-,柘植　知則,黒田　伸浩,岡田　三千雄,ジェイテクトSTINGS,大同特殊鋼レッドスター,0,3,27,29,0.01875,22,25,0.015972222,17,25,0.014583333,-,-,-,-,-,-,大同特殊鋼レッドスター,96,42,12,43.8,14,6,3,0,50,7,2.33,68,1,14,23,9.6,71,52,0,73.2
Men,2006_2007,307,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/14/2007,-,伊那市民体育館,1100,0.458333333,0.54375,0.085416667,-,浅見　靖人,林　康彦,内藤　義人,富士通カワサキレッドスピリッツ,東京ヴェルディ,2,3,25,23,0.01875,14,25,0.015277778,21,25,0.016666667,25,23,0.018055556,7,15,0.008333333,富士通カワサキレッドスピリッツ,146,57,12,39,11.4,26,8,3,30.8,10,2,93,0,12,16,4.3,92,71,0,77.2
Men,2006_2007,307,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/14/2007,-,伊那市民体育館,1100,0.458333333,0.54375,0.085416667,-,浅見　靖人,林　康彦,内藤　義人,富士通カワサキレッドスピリッツ,東京ヴェルディ,3,2,23,25,0.01875,25,14,0.015277778,25,21,0.016666667,23,25,0.018055556,15,7,0.008333333,東京ヴェルディ,138,59,6,42.8,11.8,15,6,2,40,21,4.2,110,4,16,19,7.6,81,65,0,80.2
Men,2006_2007,308,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/14/2007,-,伊那市民体育館,1050,0.565972222,0.615277778,0.049305556,-,中島　俊昌,鏡味　照明,嶋田　和明,近畿クラブスフィーダ,FC東京,0,3,19,25,0.013194444,23,25,0.015972222,20,25,0.015972222,-,-,-,-,-,-,近畿クラブスフィーダ,93,37,4,39.8,12.33,12,3,2,25,3,1,64,1,16,8,4.7,64,39,0,60.9
Men,2006_2007,308,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/14/2007,-,伊那市民体育館,1050,0.565972222,0.615277778,0.049305556,-,中島　俊昌,鏡味　照明,嶋田　和明,近畿クラブスフィーダ,FC東京,3,0,25,19,0.013194444,25,23,0.015972222,25,20,0.015972222,-,-,-,-,-,-,FC東京,88,43,10,48.9,14.33,13,5,3,38.5,8,2.67,73,4,6,24,13.4,47,39,0,83
Men,2006_2007,309,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/20/2007,-,豊田市高岡公園体育館,120,0.541666667,0.60625,0.064583333,-,大下　孝,舘　健一,岡田　三千雄,トヨタ自動車サンホークス,大同特殊鋼レッドスター,1,3,21,25,0.013888889,22,25,0.015972222,25,16,0.013888889,18,25,0.014583333,-,-,-,トヨタ自動車サンホークス,135,59,16,43.7,14.75,11,3,2,27.3,5,1.25,87,2,14,27,9.6,82,53,0,64.6
Men,2006_2007,309,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/20/2007,-,豊田市高岡公園体育館,120,0.541666667,0.60625,0.064583333,-,大下　孝,舘　健一,岡田　三千雄,トヨタ自動車サンホークス,大同特殊鋼レッドスター,3,1,25,21,0.013888889,25,22,0.015972222,16,25,0.013888889,25,18,0.014583333,-,-,-,大同特殊鋼レッドスター,109,47,11,43.1,11.75,5,0,0,0,10,2.5,90,2,8,27,9.3,73,44,0,60.3
Men,2006_2007,310,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/20/2007,-,豊田市高岡公園体育館,70,0.640277778,0.688194444,0.047916667,-,柘植　知則,戸川　太輔　,栗田　香,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,0,3,18,25,0.0125,21,25,0.015972222,19,25,0.015277778,-,-,-,-,-,-,近畿クラブスフィーダ,85,35,10,41.2,11.67,12,3,3,25,5,1.67,60,1,10,5,3.4,65,56,0,86.2
Men,2006_2007,310,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/20/2007,-,豊田市高岡公園体育館,70,0.640277778,0.688194444,0.047916667,-,柘植　知則,戸川　太輔　,栗田　香,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,3,0,25,18,0.0125,25,21,0.015972222,25,19,0.015277778,-,-,-,-,-,-,富士通カワサキレッドスピリッツ,82,44,7,53.7,14.67,10,6,0,60,8,2.67,73,2,8,7,4.6,50,44,0,88
Men,2006_2007,311,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/20/2007,-,盛岡市・渋民運動公園総合体育館,310,0.541666667,0.606944444,0.065277778,-,田代　英明,佐々木泰幸　,星　　啓一,FC東京,つくばユナイテッドSun GAIA,3,1,25,17,0.011805556,25,23,0.016666667,22,25,0.016666667,25,17,0.013888889,-,-,-,FC東京,112,54,8,48.2,13.5,19,10,2,52.6,9,2.25,96,2,11,13,5.3,68,56,0,82.4
Men,2006_2007,311,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/20/2007,-,盛岡市・渋民運動公園総合体育館,310,0.541666667,0.606944444,0.065277778,-,田代　英明,佐々木泰幸　,星　　啓一,FC東京,つくばユナイテッドSun GAIA,1,3,17,25,0.011805556,23,25,0.016666667,25,22,0.016666667,17,25,0.013888889,-,-,-,つくばユナイテッドSun GAIA,115,47,17,40.9,11.75,25,11,4,44,14,3.5,83,2,14,11,5.5,84,70,0,83.3
Men,2006_2007,312,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/20/2007,-,盛岡市・渋民運動公園総合体育館,318,0.631944444,0.684027778,0.052083333,-,菊地博美,藤原和紀,柳村　元,警視庁フォートファイターズ,東京ヴェルディ,0,3,19,25,0.018055556,22,25,0.014583333,20,25,0.015277778,-,-,-,-,-,-,警視庁フォートファイターズ,91,40,7,44,13.33,11,3,2,27.3,7,2.33,62,5,4,9,10.1,71,56,0,78.9
Men,2006_2007,312,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/20/2007,-,盛岡市・渋民運動公園総合体育館,318,0.631944444,0.684027778,0.052083333,-,菊地博美,藤原和紀,柳村　元,警視庁フォートファイターズ,東京ヴェルディ,3,0,25,19,0.018055556,25,22,0.014583333,25,20,0.015277778,-,-,-,-,-,-,東京ヴェルディ,94,48,6,51.1,16,14,7,2,50,12,4,74,2,3,13,6.6,58,44,0,75.9
Men,2006_2007,313,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/21/2007,-,豊田市高岡公園体育館,90,0.458333333,0.524305556,0.065972222,-,山本　和良,柘植　知則,石川　秀彦,近畿クラブスフィーダ,大同特殊鋼レッドスター,3,1,22,25,0.015277778,25,20,0.015277778,25,20,0.014583333,25,22,0.014583333,-,-,-,近畿クラブスフィーダ,115,65,11,56.5,16.25,10,5,3,50,9,2.25,96,2,17,16,6,77,52,0,67.5
Men,2006_2007,313,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/21/2007,-,豊田市高岡公園体育館,90,0.458333333,0.524305556,0.065972222,-,山本　和良,柘植　知則,石川　秀彦,近畿クラブスフィーダ,大同特殊鋼レッドスター,1,3,25,22,0.015277778,20,25,0.015277778,20,25,0.014583333,22,25,0.014583333,-,-,-,大同特殊鋼レッドスター,98,51,11,52,12.75,7,4,0,57.1,4,1,88,3,9,24,10,78,61,0,78.2
Men,2006_2007,314,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/21/2007,-,豊田市高岡公園体育館,130,0.555555556,0.621527778,0.065972222,-,冨田　博一,小林　紀彦,古田　みちよ,トヨタ自動車サンホークス,富士通カワサキレッドスピリッツ,1,3,25,19,0.013888889,20,25,0.015277778,15,25,0.011805556,27,29,0.01875,-,-,-,トヨタ自動車サンホークス,113,45,23,39.8,11.25,12,3,8,25,12,3,88,6,13,24,12.5,84,61,0,72.6
Men,2006_2007,314,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/21/2007,-,豊田市高岡公園体育館,130,0.555555556,0.621527778,0.065972222,-,冨田　博一,小林　紀彦,古田　みちよ,トヨタ自動車サンホークス,富士通カワサキレッドスピリッツ,3,1,19,25,0.013888889,25,20,0.015277778,25,15,0.011805556,29,27,0.01875,-,-,-,富士通カワサキレッドスピリッツ,107,44,11,41.1,11,13,5,1,38.5,10,2.5,97,5,10,21,10.2,74,45,0,60.8
Men,2006_2007,315,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/21/2007,-,二戸市総合スポーツセンター,801,0.5,0.581944444,0.081944444,-,田代　英明,藤原　和紀,荒木田　光孝,ジェイテクトSTINGS,つくばユナイテッドSun GAIA,3,2,22,25,0.014583333,25,22,0.015972222,23,25,0.016666667,25,22,0.016666667,15,10,0.009722222,ジェイテクトSTINGS,150,69,10,46,13.8,29,16,2,55.2,11,2.2,109,3,8,9,4.4,92,78,0,84.8
Men,2006_2007,315,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/21/2007,-,二戸市総合スポーツセンター,801,0.5,0.581944444,0.081944444,-,田代　英明,藤原　和紀,荒木田　光孝,ジェイテクトSTINGS,つくばユナイテッドSun GAIA,2,3,25,22,0.014583333,22,25,0.015972222,25,23,0.016666667,22,25,0.016666667,10,15,0.009722222,つくばユナイテッドSun GAIA,146,68,12,46.6,13.6,26,10,4,38.5,14,2.8,105,1,13,13,3.9,100,89,0,89
Men,2006_2007,316,Ｖ・チャレンジリーグ男子 2006/07   レギュラーラウンド,1/21/2007,-,二戸市総合スポーツセンター,852,0.607638889,0.653472222,0.045833333,-,菊地　博美,佐々木　泰幸,志村　　登,警視庁フォートファイターズ,FC東京,0,3,20,25,0.013888889,19,25,0.013888889,18,25,0.013888889,-,-,-,-,-,-,警視庁フォートファイターズ,78,36,10,46.2,12,12,6,0,50,3,1,59,0,7,12,5.1,63,47,0,74.6
