M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Women,2023_2024,438,2023-24 V.LEAGUE DIVISION1 WOMEN   3位決定戦,3/2/2024,群馬県,高崎アリーナ,2048,0.628472222,0.69375,0.065277778,田野 昭彦・富田 満,明井 寿枝,佐々木 伸子,高山 彩香,埼玉上尾メディックス,トヨタ車体クインシーズ,3,0,25,20,0.020138889,25,22,0.019444444,25,18,0.016666667,-,-,-,-,-,-,埼玉上尾メディックス,124,53,1,42.7,17.67,9,2,0,22.2,4,1.33,73,1,3,28,9.9,53,27,8,58.5
Women,2023_2024,438,2023-24 V.LEAGUE DIVISION1 WOMEN   3位決定戦,3/2/2024,群馬県,高崎アリーナ,2048,0.628472222,0.69375,0.065277778,田野 昭彦・富田 満,明井 寿枝,佐々木 伸子,高山 彩香,埼玉上尾メディックス,トヨタ車体クインシーズ,0,3,20,25,0.020138889,22,25,0.019444444,18,25,0.016666667,-,-,-,-,-,-,トヨタ車体クインシーズ,125,46,8,36.8,15.33,15,3,3,20,6,2,62,3,8,16,8.1,69,30,11,51.4
Women,2023_2024,437,2023-24 V.LEAGUE DIVISION1 WOMEN   5位決定戦,3/2/2024,群馬県,高崎アリーナ,2048,0.5,0.567361111,0.067361111,田野 昭彦・富田 満,種元 桂子,冨田 博一,飯田 貢士,久光スプリングス,デンソーエアリービーズ,0,3,19,25,0.018055556,23,25,0.020138889,22,25,0.020138889,-,-,-,-,-,-,久光スプリングス,136,50,9,36.8,16.67,7,0,2,0,1,0.33,65,1,6,20,6.9,70,31,17,56.4
Women,2023_2024,437,2023-24 V.LEAGUE DIVISION1 WOMEN   5位決定戦,3/2/2024,群馬県,高崎アリーナ,2048,0.5,0.567361111,0.067361111,田野 昭彦・富田 満,種元 桂子,冨田 博一,飯田 貢士,久光スプリングス,デンソーエアリービーズ,3,0,25,19,0.018055556,25,23,0.020138889,25,22,0.020138889,-,-,-,-,-,-,デンソーエアリービーズ,130,50,6,38.5,16.67,19,5,3,26.3,8,2.67,74,1,4,21,7.1,59,27,11,55.1
Women,2023_2024,483,2023-24 V.LEAGUE DIVISION1 WOMEN   V Cup 3位決定戦,4/7/2024,東京都,駒沢オリンピック公園総合運動場屋内球技場,1264,0.458333333,0.541666667,0.083333333,田野・富田,吉岡　奈々,佐々木　伸子,塚本　健二,JTマーヴェラス,岡山シーガルズ,3,1,25,21,0.01875,25,20,0.018055556,23,25,0.022222222,25,18,0.018055556,-,-,-,JTマーヴェラス,199,75,10,37.7,18.75,10,1,1,10,5,1.25,97,4,8,23,8,84,31,22,50
Women,2023_2024,483,2023-24 V.LEAGUE DIVISION1 WOMEN   V Cup 3位決定戦,4/7/2024,東京都,駒沢オリンピック公園総合運動場屋内球技場,1264,0.458333333,0.541666667,0.083333333,田野・富田,吉岡　奈々,佐々木　伸子,塚本　健二,JTマーヴェラス,岡山シーガルズ,1,3,21,25,0.01875,20,25,0.018055556,25,23,0.022222222,18,25,0.018055556,-,-,-,岡山シーガルズ,193,61,10,31.6,15.25,4,3,0,75,2,0.5,85,0,1,31,8.8,88,43,19,59.7
Women,2023_2024,481,2023-24 V.LEAGUE DIVISION1 WOMEN   V Cup セミファイナル①,4/6/2024,東京都,駒沢オリンピック公園総合運動場屋内球技場,1028,0.5,0.575694444,0.075694444,田野・富田,佐々木　伸子,饗庭　和恵,塚本　健二,デンソーエアリービーズ,JTマーヴェラス,3,1,23,25,0.01875,25,19,0.018055556,25,19,0.016666667,25,15,0.015972222,-,-,-,デンソーエアリービーズ,140,61,12,43.6,15.25,20,7,2,35,15,3.75,97,4,12,24,7.2,71,24,19,47.2
Women,2023_2024,481,2023-24 V.LEAGUE DIVISION1 WOMEN   V Cup セミファイナル①,4/6/2024,東京都,駒沢オリンピック公園総合運動場屋内球技場,1028,0.5,0.575694444,0.075694444,田野・富田,佐々木　伸子,饗庭　和恵,塚本　健二,デンソーエアリービーズ,JTマーヴェラス,1,3,25,23,0.01875,19,25,0.018055556,19,25,0.016666667,15,25,0.015972222,-,-,-,JTマーヴェラス,135,47,7,34.8,11.75,11,4,1,36.4,4,1,79,3,7,26,9.8,83,28,29,51.2
Women,2023_2024,482,2023-24 V.LEAGUE DIVISION1 WOMEN   V Cup セミファイナル②,4/6/2024,東京都,駒沢オリンピック公園総合運動場屋内球技場,1028,0.666666667,0.7625,0.095833333,田野・富田,増岡　三佳子,長崎　有紗,金廣　美喜夫,岡山シーガルズ,日立Astemoリヴァーレ,2,3,24,26,0.019444444,21,25,0.020833333,25,17,0.017361111,25,21,0.01875,12,15,0.011111111,岡山シーガルズ,211,68,8,32.2,13.6,6,0,0,0,9,1.8,107,0,4,29,5.8,94,24,24,38.3
Women,2023_2024,482,2023-24 V.LEAGUE DIVISION1 WOMEN   V Cup セミファイナル②,4/6/2024,東京都,駒沢オリンピック公園総合運動場屋内球技場,1028,0.666666667,0.7625,0.095833333,田野・富田,増岡　三佳子,長崎　有紗,金廣　美喜夫,岡山シーガルズ,日立Astemoリヴァーレ,3,2,26,24,0.019444444,25,21,0.020833333,17,25,0.017361111,21,25,0.01875,15,12,0.011111111,日立Astemoリヴァーレ,233,80,19,34.3,16,7,3,1,42.9,6,1.2,104,4,9,43,12,103,42,32,56.3
