M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Men,1999_2000,191,第6回Vリーグ男子   ファイナルラウンド,3/17/2000,-,東京体育館,6000,0.688194444,0.771527778,0.083333333,-,利根川　忠史,大塚　達也,長谷川　登,堺ブレイザーズ,東レアローズ,3,2,14,25,0.013194444,26,24,0.018055556,22,25,0.01875,25,21,0.017361111,15,4,0.007638889,堺ブレイザーズ,118,64,12,54.2,12.8,38,19,5,50,12,2.4,102,6,16,24,11,90,73,0,81.1
Men,1999_2000,191,第6回Vリーグ男子   ファイナルラウンド,3/17/2000,-,東京体育館,6000,0.688194444,0.771527778,0.083333333,-,利根川　忠史,大塚　達也,長谷川　登,堺ブレイザーズ,東レアローズ,2,3,25,14,0.013194444,24,26,0.018055556,25,22,0.01875,21,25,0.017361111,4,15,0.007638889,東レアローズ,111,54,10,48.6,10.8,28,11,6,39.3,12,2.4,99,2,8,16,5.9,84,56,0,66.7
Men,1999_2000,192,第6回Vリーグ男子   ファイナルラウンド,3/17/2000,-,東京体育館,6530,0.791666667,0.872222222,0.080555556,-,勝又　正,富田　満,佐伯　恭子,NECブルーロケッツ,サントリーサンバーズ,3,2,20,25,0.013888889,31,29,0.020833333,19,25,0.013194444,26,24,0.015277778,15,11,0.009027778,NECブルーロケッツ,124,60,12,48.4,12,34,14,5,41.2,9,1.8,110,7,8,8,7.1,93,76,0,81.7
Men,1999_2000,192,第6回Vリーグ男子   ファイナルラウンド,3/17/2000,-,東京体育館,6530,0.791666667,0.872222222,0.080555556,-,勝又　正,富田　満,佐伯　恭子,NECブルーロケッツ,サントリーサンバーズ,2,3,25,20,0.013888889,29,31,0.020833333,25,19,0.013194444,24,26,0.015277778,11,15,0.009027778,サントリーサンバーズ,128,73,14,57,14.6,35,19,6,54.3,14,2.8,115,7,19,13,8.2,101,87,0,86.1
Men,1999_2000,193,第6回Vリーグ男子   ファイナルラウンド,3/18/2000,-,東京体育館,7500,0.458333333,0.509027778,0.050694444,-,小柴　滋,利根川　忠史,森　健,サントリーサンバーズ,堺ブレイザーズ,3,0,25,19,0.015277778,25,18,0.015277778,25,20,0.015972222,-,-,-,-,-,-,サントリーサンバーズ,57,33,4,57.9,11,15,7,2,46.7,14,4.67,74,8,12,13,13.6,42,35,0,83.3
Men,1999_2000,193,第6回Vリーグ男子   ファイナルラウンド,3/18/2000,-,東京体育館,7500,0.458333333,0.509027778,0.050694444,-,小柴　滋,利根川　忠史,森　健,サントリーサンバーズ,堺ブレイザーズ,0,3,19,25,0.015277778,18,25,0.015277778,20,25,0.015972222,-,-,-,-,-,-,堺ブレイザーズ,69,29,4,42,9.67,11,6,1,54.5,6,2,58,3,14,6,7.4,60,41,0,68.3
Men,1999_2000,194,第6回Vリーグ男子   ファイナルラウンド,3/18/2000,-,東京体育館,8848,0.541666667,0.595833333,0.054166667,-,勝又　正,大塚　達也,志賀　智美　,NECブルーロケッツ,東レアローズ,0,3,23,25,0.015972222,22,25,0.015277778,25,27,0.01875,-,-,-,-,-,-,NECブルーロケッツ,92,45,9,48.9,15,17,8,4,47.1,3,1,71,1,7,9,4.3,60,47,0,78.3
Men,1999_2000,194,第6回Vリーグ男子   ファイナルラウンド,3/18/2000,-,東京体育館,8848,0.541666667,0.595833333,0.054166667,-,勝又　正,大塚　達也,志賀　智美　,NECブルーロケッツ,東レアローズ,3,0,25,23,0.015972222,25,22,0.015277778,27,25,0.01875,-,-,-,-,-,-,東レアローズ,90,42,6,46.7,14,19,9,2,47.4,15,5,76,4,13,12,8.9,64,54,0,84.4
Men,1999_2000,195,第6回Vリーグ男子   ファイナルラウンド,3/19/2000,-,東京体育館,9800,0.458333333,0.541666667,0.083333333,-,利根川　忠史,小柴　滋,上田　正,NECブルーロケッツ,堺ブレイザーズ,3,2,25,13,0.011805556,26,28,0.018055556,25,23,0.015277778,24,26,0.017361111,18,16,0.0125,NECブルーロケッツ,115,69,11,60,13.8,26,16,3,61.5,6,1.2,118,3,14,24,7.3,84,63,0,75
Men,1999_2000,195,第6回Vリーグ男子   ファイナルラウンド,3/19/2000,-,東京体育館,9800,0.458333333,0.541666667,0.083333333,-,利根川　忠史,小柴　滋,上田　正,NECブルーロケッツ,堺ブレイザーズ,2,3,13,25,0.011805556,28,26,0.018055556,23,25,0.015277778,26,24,0.017361111,16,18,0.0125,堺ブレイザーズ,123,70,12,56.9,14,27,16,3,59.3,6,1.2,106,4,22,17,7,103,77,0,74.8
Men,1999_2000,196,第6回Vリーグ男子   ファイナルラウンド,3/19/2000,-,東京体育館,10745,0.564583333,0.61875,0.054166667,-,小林　朝実,勝又　正,長谷川　登,サントリーサンバーズ,東レアローズ,3,0,26,24,0.016666667,25,23,0.017361111,25,20,0.015972222,-,-,-,-,-,-,サントリーサンバーズ,82,48,4,58.5,16,20,11,4,55,10,3.33,75,3,13,10,6.8,62,54,0,87.1
Men,1999_2000,196,第6回Vリーグ男子   ファイナルラウンド,3/19/2000,-,東京体育館,10745,0.564583333,0.61875,0.054166667,-,小林　朝実,勝又　正,長谷川　登,サントリーサンバーズ,東レアローズ,0,3,24,26,0.016666667,23,25,0.017361111,20,25,0.015972222,-,-,-,-,-,-,東レアローズ,77,40,6,51.9,13.33,16,8,1,50,9,3,68,0,6,8,2.9,61,49,0,80.3
Men,1999_2000,101,第6回Vリーグ男子   レギュラーラウンド,1/14/2000,-,大阪府立体育会館,2500,0.708333333,0.769444444,0.061111111,-,田野　昭彦,江下　毅,岡野　俊樹,旭化成スパーキッズ,パナソニックパンサーズ,1,3,19,25,0.013194444,25,23,0.013194444,18,25,0.0125,22,25,0.015972222,-,-,-,旭化成スパーキッズ,116,44,9,37.9,11,17,5,3,29.4,9,2.25,85,1,10,23,7.7,78,44,0,56.4
