M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Men,2012_2013,701,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,212,0.458333333,0.506944444,0.048611111,-,佐々木　伸子,柘植　知則,岡田　三千雄,東京トヨペットグリーンスパークル,トヨタ自動車サンホークス,0,3,14,25,0.0125,17,25,0.015277778,23,25,0.016666667,-,-,-,-,-,-,東京トヨペットグリーンスパークル,91,30,5,33,10,17,6,1,35.3,6,2,56,1,7,19,9.9,67,36,0,53.7
Men,2012_2013,701,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,212,0.458333333,0.506944444,0.048611111,-,佐々木　伸子,柘植　知則,岡田　三千雄,東京トヨペットグリーンスパークル,トヨタ自動車サンホークス,3,0,25,14,0.0125,25,17,0.015277778,25,23,0.016666667,-,-,-,-,-,-,トヨタ自動車サンホークス,100,48,9,48,16,5,1,0,20,7,2.33,73,4,4,28,14.2,49,29,0,59.2
Men,2012_2013,702,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,212,0.458333333,0.55,0.091666667,-,濱中　昌志,首藤　隆宏,鷲野　由梨子,富士通カワサキレッドスピリッツ,大同特殊鋼レッドスター,3,2,21,25,0.017361111,25,21,0.016666667,25,20,0.01875,22,25,0.01875,15,11,0.011805556,富士通カワサキレッドスピリッツ,165,68,11,41.2,13.6,19,10,2,52.6,13,2.6,107,2,6,31,9.1,90,63,0,70
Men,2012_2013,702,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,212,0.458333333,0.55,0.091666667,-,濱中　昌志,首藤　隆宏,鷲野　由梨子,富士通カワサキレッドスピリッツ,大同特殊鋼レッドスター,2,3,25,21,0.017361111,21,25,0.016666667,20,25,0.01875,25,22,0.01875,11,15,0.011805556,大同特殊鋼レッドスター,156,67,11,42.9,13.4,30,13,1,43.3,12,2.4,103,3,10,27,9.5,99,68,0,68.7
Men,2012_2013,703,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,344,0.541666667,0.593055556,0.051388889,-,浅見　靖人,岡谷　仁,松井　孝志,兵庫デルフィーノ,近畿クラブスフィーダ,0,3,24,26,0.017361111,18,25,0.014583333,20,25,0.015277778,-,-,-,-,-,-,兵庫デルフィーノ,87,34,8,39.1,11.33,21,9,1,42.9,5,1.67,63,7,15,9,13.1,63,37,0,58.7
Men,2012_2013,703,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,344,0.541666667,0.593055556,0.051388889,-,浅見　靖人,岡谷　仁,松井　孝志,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,26,24,0.017361111,25,18,0.014583333,25,20,0.015277778,-,-,-,-,-,-,近畿クラブスフィーダ,71,30,4,42.3,10,7,3,1,42.9,16,5.33,75,2,11,25,10.7,46,32,0,69.6
Men,2012_2013,704,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,344,0.574305556,0.663194444,0.088888889,-,戸川　太輔,大下　孝,田中　栄二,警視庁フォートファイターズ,つくばユナイテッドSun GAIA,3,2,26,24,0.01875,22,25,0.015972222,25,20,0.016666667,23,25,0.018055556,15,13,0.011111111,警視庁フォートファイターズ,138,65,14,47.1,13,18,8,4,44.4,9,1.8,110,2,11,34,9.2,92,58,0,63
Men,2012_2013,704,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,344,0.574305556,0.663194444,0.088888889,-,戸川　太輔,大下　孝,田中　栄二,警視庁フォートファイターズ,つくばユナイテッドSun GAIA,2,3,24,26,0.01875,25,22,0.015972222,20,25,0.016666667,25,23,0.018055556,13,15,0.011111111,つくばユナイテッドSun GAIA,153,64,18,41.8,12.8,30,9,6,30,8,1.6,107,6,12,31,12.3,99,63,0,63.6
Men,2012_2013,705,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,437,0.625,0.671527778,0.046527778,-,中島　俊昌,柘植　知則,岡田　三千雄,ジェイテクトSTINGS,きんでんトリニティーブリッツ,3,0,25,11,0.013888889,25,15,0.014583333,25,18,0.013888889,-,-,-,-,-,-,ジェイテクトSTINGS,58,40,2,69,13.33,6,4,1,66.7,11,3.67,73,4,11,29,15.1,34,19,0,55.9
Men,2012_2013,705,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,437,0.625,0.671527778,0.046527778,-,中島　俊昌,柘植　知則,岡田　三千雄,ジェイテクトSTINGS,きんでんトリニティーブリッツ,0,3,11,25,0.013888889,15,25,0.014583333,18,25,0.013888889,-,-,-,-,-,-,きんでんトリニティーブリッツ,70,25,6,35.7,8.33,10,4,2,40,4,1.33,46,0,12,15,8.2,59,29,0,49.2
