M/W,Season,Match_No,League,開催日,開催地,会場,入場者数,開始時刻,終了時刻,試合時間,JURY,1stﾚﾌｪﾘｰ,2ndﾚﾌｪﾘｰ,判定員,Team1,Team2,セット:得,セット:失,セット1:得点,セット1:失点,セット1:時間,セット2:得点,セット2:失点,セット2:時間,セット3:得点,セット3:失点,セット3:時間,セット4:得点,セット4:失点,セット4:時間,セット5:得点,セット5:失点,セット5:時間,Team,N,L,Name,出場セット,出場セット1,出場セット2,出場セット3,出場セット4,出場セット5,アタック_打数,アタック_得点,アタック_失点,アタック_決定率,アタック_セット平均,アタック(内バックアタック)_打数,アタック(内バックアタック)_得点,アタック(内バックアタック)_失点,アタック(内バックアタック)_決定率,ブロック_得点,ブロック_セット平均,サーブ_打数,サーブ_得点,サーブ_失点,サーブ_効果,サーブ_効果率,サーブレシーブ_受数,サーブレシーブ_成功・優,サーブレシーブ_成功・良,サーブレシーブ_成功率
Men,2012_2013,701,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,212,0.458333333,0.506944444,0.048611111,-,佐々木　伸子,柘植　知則,岡田　三千雄,東京トヨペットグリーンスパークル,トヨタ自動車サンホークス,0,3,14,25,0.0125,17,25,0.015277778,23,25,0.016666667,-,-,-,-,-,-,東京トヨペットグリーンスパークル,1,-,伊藤 優介(C),3,■,■,■,-,-,12,5,2,41.7,1.67,0,0,0,-,2,0.67,8,0,1,2,6.2,2,1,0,50
Men,2012_2013,701,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,212,0.458333333,0.506944444,0.048611111,-,佐々木　伸子,柘植　知則,岡田　三千雄,東京トヨペットグリーンスパークル,トヨタ自動車サンホークス,0,3,14,25,0.0125,17,25,0.015277778,23,25,0.016666667,-,-,-,-,-,-,東京トヨペットグリーンスパークル,2,L,早川 紘司,3,●,●,●,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,27,15,0,55.6
Men,2012_2013,701,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,212,0.458333333,0.506944444,0.048611111,-,佐々木　伸子,柘植　知則,岡田　三千雄,東京トヨペットグリーンスパークル,トヨタ自動車サンホークス,0,3,14,25,0.0125,17,25,0.015277778,23,25,0.016666667,-,-,-,-,-,-,東京トヨペットグリーンスパークル,3,-,馬場 裕峰,3,■,■,□,-,-,7,1,0,14.3,0.33,0,0,0,-,0,-,5,1,2,1,21,17,10,0,58.8
Men,2012_2013,701,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,212,0.458333333,0.506944444,0.048611111,-,佐々木　伸子,柘植　知則,岡田　三千雄,東京トヨペットグリーンスパークル,トヨタ自動車サンホークス,0,3,14,25,0.0125,17,25,0.015277778,23,25,0.016666667,-,-,-,-,-,-,東京トヨペットグリーンスパークル,4,-,中沢 敏浩,0,-,-,-,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
Men,2012_2013,701,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,212,0.458333333,0.506944444,0.048611111,-,佐々木　伸子,柘植　知則,岡田　三千雄,東京トヨペットグリーンスパークル,トヨタ自動車サンホークス,0,3,14,25,0.0125,17,25,0.015277778,23,25,0.016666667,-,-,-,-,-,-,東京トヨペットグリーンスパークル,6,-,大貫 智博,1,-,-,■,-,-,1,0,0,0,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-
Men,2012_2013,701,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,212,0.458333333,0.506944444,0.048611111,-,佐々木　伸子,柘植　知則,岡田　三千雄,東京トヨペットグリーンスパークル,トヨタ自動車サンホークス,0,3,14,25,0.0125,17,25,0.015277778,23,25,0.016666667,-,-,-,-,-,-,東京トヨペットグリーンスパークル,8,-,西片 圭佑,3,■,■,■,-,-,34,12,2,35.3,4,17,6,1,35.3,2,0.67,11,0,3,5,11.4,1,0,0,0
Men,2012_2013,701,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,212,0.458333333,0.506944444,0.048611111,-,佐々木　伸子,柘植　知則,岡田　三千雄,東京トヨペットグリーンスパークル,トヨタ自動車サンホークス,0,3,14,25,0.0125,17,25,0.015277778,23,25,0.016666667,-,-,-,-,-,-,東京トヨペットグリーンスパークル,10,-,池田 正一,0,-,-,-,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
Men,2012_2013,701,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,212,0.458333333,0.506944444,0.048611111,-,佐々木　伸子,柘植　知則,岡田　三千雄,東京トヨペットグリーンスパークル,トヨタ自動車サンホークス,0,3,14,25,0.0125,17,25,0.015277778,23,25,0.016666667,-,-,-,-,-,-,東京トヨペットグリーンスパークル,11,-,松枝 寿明,0,-,-,-,-,-,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
Men,2012_2013,701,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,212,0.458333333,0.506944444,0.048611111,-,佐々木　伸子,柘植　知則,岡田　三千雄,東京トヨペットグリーンスパークル,トヨタ自動車サンホークス,0,3,14,25,0.0125,17,25,0.015277778,23,25,0.016666667,-,-,-,-,-,-,東京トヨペットグリーンスパークル,12,-,橋本 和浩,3,■,■,■,-,-,16,8,0,50,2.67,0,0,0,-,1,0.33,8,0,1,3,9.4,1,0,0,0
Men,2012_2013,701,Ｖ・チャレンジリーグ男子 2012/13   レギュラーラウンド,12/1/2012,-,刈谷市体育館,212,0.458333333,0.506944444,0.048611111,-,佐々木　伸子,柘植　知則,岡田　三千雄,東京トヨペットグリーンスパークル,トヨタ自動車サンホークス,0,3,14,25,0.0125,17,25,0.015277778,23,25,0.016666667,-,-,-,-,-,-,東京トヨペットグリーンスパークル,13,-,松葉 孝浩,3,□,□,□,-,-,0,0,0,-,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-
